IPIRA-BA,,,,,,,,,BA,,,,"1.636,68",,,,,,,,,-,,,,,,"1.636,68",,,,,,,,,"8.833,38",,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
IRARA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
ITABELA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
ITABERABA-BA,,,,,,,,,BA,,,,"1.636,68",,,,,,,,,-,,,,,,"1.636,68",,,,,,,,,"8.833,38",,,,,,,
ITABUNA-BA,,,,,,,,,BA,,,,"1.983,86",,,,,,,,,-,,,,,,"1.983,86",,,,,,,,,"10.707,14",,,,,,,
ITACARE-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
ITAGI-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,,,"1.686,28",,,,,,,,,-,,,,,,"1.686,28",,,,,,,,,"9.101,06",,,,,,,
ITAMARI-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
ITAMBE-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
ITANAGRA-BA,,,,,,,,,BA,,,,"55.209,86",,,,,,,,,"12.907,06",,,,,,"68.116,92",,,,,,,,,"412.780,94",,,,,,,
ITANHEM-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
ITAPARICA-BA,,,,,,,,,BA,,,,"48.950,63",,,,,,,,,"177.622,56",,,,,,"226.573,19",,,,,,,,,"1.054.927,96",,,,,,,
ITAPE-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
ITAPEBI-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
ITAPETINGA-BA,,,,,,,,,BA,,,,"1.636,68",,,,,,,,,-,,,,,,"1.636,68",,,,,,,,,"8.833,38",,,,,,,
ITAPICURU-BA,,,,,,,,,BA,,,,"1.388,70",,,,,,,,,-,,,,,,"1.388,70",,,,,,,,,"7.495,00",,,,,,,
ITAPITANGA-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
ITAQUARA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
ITARANTIM-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
ITATIM-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
ITIRUCU-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
ITIUBA-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
ITORORO-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
ITUBERA-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
JACOBINA-BA,,,,,,,,,BA,,,,"1.735,87",,,,,,,,,-,,,,,,"1.735,87",,,,,,,,,"9.368,75",,,,,,,
JAGUAQUARA-BA,,,,,,,,,BA,,,,"1.537,49",,,,,,,,,-,,,,,,"1.537,49",,,,,,,,,"8.298,04",,,,,,,
JAGUARIPE-BA,,,,,,,,,BA,,,,"35.571,75",,,,,,,,,-,,,,,,"35.571,75",,,,,,,,,"191.985,43",,,,,,,
JANDAIRA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
JEQUIE-BA,,,,,,,,,BA,,,,"1.983,86",,,,,,,,,-,,,,,,"1.983,86",,,,,,,,,"10.707,14",,,,,,,
JEREMOABO-BA,,,,,,,,,BA,,,,"1.487,89",,,,,,,,,-,,,,,,"1.487,89",,,,,,,,,"8.030,34",,,,,,,
JIQUIRICA-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
JITAUNA-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
JUCURUCU-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
JUSSARI-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
LAJE-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
LAJEDAO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
LAJEDINHO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
LAMARAO-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
LAURO DE FREITAS-BA,,,,,,,,,BA,,,,"1.983,86",,,,,,,,,-,,,,,,"1.983,86",,,,,,,,,"12.154,22",,,,,,,
MACAJUBA-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
MACARANI-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
MADRE DE DEUS-BA,,,,,,,,,BA,,,,"1.254.630,04",,,,,,,,,"812.050,85",,,,,,"2.066.680,89",,,,,,,,,"9.199.651,76",,,,,,,
MAIQUINIQUE-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
MAIRI-BA,,,,,,,,,BA,,,,"1.239,91",,,,,,,,,-,,,,,,"1.239,91",,,,,,,,,"6.691,95",,,,,,,
MANOEL VITORINO-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
MARACAS-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
MARAGOGIPE-BA,,,,,,,,,BA,,,,"35.571,75",,,,,,,,,-,,,,,,"35.571,75",,,,,,,,,"191.985,43",,,,,,,
MARAU-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
MASCOTE-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
MATA DE SAO JOAO-BA,,,,,,,,,BA,,,,"108.591,87",,,,,,,,,"52.742,88",,,,,,"161.334,75",,,,,,,,,"922.761,12",,,,,,,
MEDEIROS NETO-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
MIGUEL CALMON-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
MILAGRES-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
MIRANTE-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
MONTE SANTO-BA,,,,,,,,,BA,,,,"1.587,08",,,,,,,,,-,,,,,,"1.587,08",,,,,,,,,"8.565,71",,,,,,,
MUCURI-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
MUNDO NOVO-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
MUNIZ FERREIRA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
MURITIBA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
MUTUIPE-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
NAZARE-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
NILO PECANHA-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
NORDESTINA-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
NOVA CANAA-BA,,,,,,,,,BA,,,,"1.239,91",,,,,,,,,-,,,,,,"1.239,91",,,,,,,,,"6.691,95",,,,,,,
NOVA FATIMA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
NOVA IBIA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
NOVA ITARANA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
NOVA SOURE-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
NOVA VICOSA-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
NOVO TRIUNFO-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
OLINDINA-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
OURICANGAS-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
OUROLANDIA-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
PARIPIRANGA-BA,,,,,,,,,BA,,,,"1.388,70",,,,,,,,,-,,,,,,"1.388,70",,,,,,,,,"7.495,00",,,,,,,
PAU BRASIL-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
PAULO AFONSO-BA,,,,,,,,,BA,,,,"1.835,07",,,,,,,,,-,,,,,,"1.835,07",,,,,,,,,"9.904,11",,,,,,,
PE DE SERRA-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
PEDRAO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
PINTADAS-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
PIRAI DO NORTE-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
PIRITIBA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
PLANALTINO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
PLANALTO-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
POCOES-BA,,,,,,,,,BA,,,,"1.537,49",,,,,,,,,-,,,,,,"1.537,49",,,,,,,,,"8.298,04",,,,,,,
POJUCA-BA,,,,,,,,,BA,,,,"452.281,35",,,,,,,,,"410.746,53",,,,,,"863.027,88",,,,,,,,,"4.286.081,38",,,,,,,
PORTO SEGURO-BA,,,,,,,,,BA,,,,"1.884,66",,,,,,,,,-,,,,,,"1.884,66",,,,,,,,,"10.171,77",,,,,,,
POTIRAGUA-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
PRADO-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
QUEIMADAS-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
QUIJINGUE-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIXABEIRA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
RETIROLANDIA-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,,,BA,,,,"1.537,49",,,,,,,,,-,,,,,,"1.537,49",,,,,,,,,"8.298,04",,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
RIO REAL-BA,,,,,,,,,BA,,,,"1.487,89",,,,,,,,,-,,,,,,"1.487,89",,,,,,,,,"8.030,34",,,,,,,
RUY BARBOSA-BA,,,,,,,,,BA,,,,"1.388,70",,,,,,,,,-,,,,,,"1.388,70",,,,,,,,,"7.495,00",,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,,,BA,,,,"37.265,64",,,,,,,,,"175.839,67",,,,,,"213.105,31",,,,,,,,,"1.009.380,25",,,,,,,
SALVADOR-BA,,,,,,,,,BA,,,,"67.755,72",,,,,,,,,"175.839,67",,,,,,"243.595,39",,,,,,,,,"1.173.939,23",,,,,,,
SANTA BARBARA-BA,,,,,,,,,BA,,,,"1.239,91",,,,,,,,,-,,,,,,"1.239,91",,,,,,,,,"6.691,95",,,,,,,
SANTA BRIGIDA-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
SANTA INES-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
SANTA LUZIA-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
SANTA TERESINHA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
SANTALUZ-BA,,,,,,,,,BA,,,,"1.438,30",,,,,,,,,-,,,,,,"1.438,30",,,,,,,,,"7.762,69",,,,,,,
SANTANOPOLIS-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
SANTO AMARO-BA,,,,,,,,,BA,,,,"55.898,46",,,,,,,,,"175.839,67",,,,,,"231.738,13",,,,,,,,,"1.109.944,05",,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,,,BA,,,,"1.785,47",,,,,,,,,-,,,,,,"1.785,47",,,,,,,,,"9.636,43",,,,,,,
SANTO ESTEVAO-BA,,,,,,,,,BA,,,,"1.537,49",,,,,,,,,-,,,,,,"1.537,49",,,,,,,,,"8.298,04",,,,,,,
SAO DOMINGOS-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
SAO FELIPE-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
SAO FELIX-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,,,BA,,,,"1.480.923,24",,,,,,,,,"688.405,69",,,,,,"2.169.328,93",,,,,,,,,"9.714.161,52",,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,,,BA,,,,"1.388,70",,,,,,,,,-,,,,,,"1.388,70",,,,,,,,,"7.495,00",,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,,,BA,,,,"1.041,52",,,,,,,,,-,,,,,,"1.041,52",,,,,,,,,"5.621,24",,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,,,BA,,,,"269.493,08",,,,,,,,,"155.452,51",,,,,,"424.945,59",,,,,,,,,"2.241.764,30",,,,,,,
SAPEACU-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
SATIRO DIAS-BA,,,,,,,,,BA,,,,"44.435,03",,,,,,,,,"3.704,56",,,,,,"48.139,59",,,,,,,,,"434.432,80",,,,,,,
SAUBARA-BA,,,,,,,,,BA,,,,"35.571,75",,,,,,,,,"175.839,67",,,,,,"211.411,42",,,,,,,,,"1.000.238,09",,,,,,,
SERRA PRETA-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
SERRINHA-BA,,,,,,,,,BA,,,,"1.686,28",,,,,,,,,-,,,,,,"1.686,28",,,,,,,,,"9.101,06",,,,,,,
SERROLANDIA-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
SIMOES FILHO-BA,,,,,,,,,BA,,,,"56.004,01",,,,,,,,,"391,86",,,,,,"56.395,87",,,,,,,,,"256.312,65",,,,,,,
SITIO DO QUINTO-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
TANQUINHO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
TAPEROA-BA,,,,,,,,,BA,,,,"1.239,91",,,,,,,,,-,,,,,,"1.239,91",,,,,,,,,"6.691,95",,,,,,,
TAPIRAMUTA-BA,,,,,,,,,BA,,,,"1.190,31",,,,,,,,,-,,,,,,"1.190,31",,,,,,,,,"6.424,28",,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,,,BA,,,,"1.884,66",,,,,,,,,-,,,,,,"1.884,66",,,,,,,,,"10.171,77",,,,,,,
TEODORO SAMPAIO-BA,,,,,,,,,BA,,,,"56.847,93",,,,,,,,,"1.299,78",,,,,,"58.147,71",,,,,,,,,"309.944,67",,,,,,,
TEOFILANDIA-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
TEOLANDIA-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
TERRA NOVA-BA,,,,,,,,,BA,,,,"1.354,78",,,,,,,,,"170,06",,,,,,"1.524,84",,,,,,,,,"8.244,80",,,,,,,
TUCANO-BA,,,,,,,,,BA,,,,"1.587,08",,,,,,,,,-,,,,,,"1.587,08",,,,,,,,,"8.565,71",,,,,,,
UAUA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
UBAIRA-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
UBAITABA-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
UBATA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
UNA-BA,,,,,,,,,BA,,,,"1.339,10",,,,,,,,,-,,,,,,"1.339,10",,,,,,,,,"7.227,30",,,,,,,
URUCUCA-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
VALENCA-BA,,,,,,,,,BA,,,,"35.571,75",,,,,,,,,-,,,,,,"35.571,75",,,,,,,,,"191.985,43",,,,,,,
VALENTE-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,,,BA,,,,"1.140,72",,,,,,,,,-,,,,,,"1.140,72",,,,,,,,,"6.156,58",,,,,,,
VARZEA DO POCO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
VARZEA NOVA-BA,,,,,,,,,BA,,,,"1.091,12",,,,,,,,,-,,,,,,"1.091,12",,,,,,,,,"5.888,92",,,,,,,
VARZEDO-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
VERA CRUZ-BA,,,,,,,,,BA,,,,"60.099,78",,,,,,,,,"36,92",,,,,,"60.136,70",,,,,,,,,"305.542,70",,,,,,,
VEREDA-BA,,,,,,,,,BA,,,,"991,93",,,,,,,,,-,,,,,,"991,93",,,,,,,,,"5.353,57",,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,,,BA,,,,"1.983,86",,,,,,,,,-,,,,,,"1.983,86",,,,,,,,,"10.707,14",,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,,,BA,,,,"1.289,51",,,,,,,,,-,,,,,,"1.289,51",,,,,,,,,"6.959,64",,,,,,,
BAHIA  TOTAL,,,,,,,,,,,,,"6.868.065,88",,,,,,,,,"4.581.878,38",,,,,,"11.449.944,26",,,,,,,,,"55.223.209,07",,,,,,,
ACARAU-CE,,,,,,,,,CE,,,,"2.143,96",,,,,,,,,-,,,,,,"2.143,96",,,,,,,,,"9.430,97",,,,,,,
ALCANTARAS-CE,,,,,,,,,CE,,,,"1.406,97",,,,,,,,,-,,,,,,"1.406,97",,,,,,,,,"6.189,06",,,,,,,
AMONTADA-CE,,,,,,,,,CE,,,,"45.791,08",,,,,,,,,"68.201,92",,,,,,"113.993,00",,,,,,,,,"468.955,22",,,,,,,
APUIARES-CE,,,,,,,,,CE,,,,"1.473,97",,,,,,,,,-,,,,,,"1.473,97",,,,,,,,,"6.483,78",,,,,,,
AQUIRAZ-CE,,,,,,,,,CE,,,,-,,,,,,,,,"7.096,07",,,,,,"7.096,07",,,,,,,,,"43.295,70",,,,,,,
ARACATI-CE,,,,,,,,,CE,,,,"85.395,78",,,,,,,,,"21.248,70",,,,,,"106.644,48",,,,,,,,,"610.537,96",,,,,,,
ARARENDA-CE,,,,,,,,,CE,,,,"1.406,97",,,,,,,,,-,,,,,,"1.406,97",,,,,,,,,"6.189,06",,,,,,,
BARROQUINHA-CE,,,,,,,,,CE,,,,"1.540,97",,,,,,,,,-,,,,,,"1.540,97",,,,,,,,,"6.778,50",,,,,,,
BELA CRUZ-CE,,,,,,,,,CE,,,,"1.875,96",,,,,,,,,-,,,,,,"1.875,96",,,,,,,,,"8.252,10",,,,,,,
CAMOCIM-CE,,,,,,,,,CE,,,,"2.210,95",,,,,,,,,-,,,,,,"2.210,95",,,,,,,,,"9.725,68",,,,,,,
CANINDE-CE,,,,,,,,,CE,,,,"2.344,95",,,,,,,,,-,,,,,,"2.344,95",,,,,,,,,"10.315,12",,,,,,,
