ILHEUS-BA,,,,,,,,,BA,,,"1.775,32",,,,,,,-,,,,,,,"1.775,32",,,,,,,,,,"5.277,26",,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,"2.370,12",,,,,,,"529,70",,,,,,,"2.899,82",,,,,,,,,,"9.117,79",,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,,"1.375,87",,,,,,,-,,,,,,,"1.375,87",,,,,,,,,,"4.089,87",,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,,"1.464,64",,,,,,,-,,,,,,,"1.464,64",,,,,,,,,,"4.353,74",,,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
IRARA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,,"1.242,72",,,,,,,-,,,,,,,"1.242,72",,,,,,,,,,"3.694,07",,,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,,"1.464,64",,,,,,,-,,,,,,,"1.464,64",,,,,,,,,,"4.353,74",,,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,,"1.775,32",,,,,,,-,,,,,,,"1.775,32",,,,,,,,,,"5.277,26",,,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,,"1.464,64",,,,,,,-,,,,,,,"1.464,64",,,,,,,,,,"4.353,74",,,,,,,,,,
ITAMARI-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ITAMBE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
ITANAGRA-BA,,,,,,,,,BA,,,"92.638,74",,,,,,,"8.960,32",,,,,,,"101.599,06",,,,,,,,,,"313.661,88",,,,,,,,,,
ITANHEM-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
ITAPARICA-BA,,,,,,,,,BA,,,"114.722,60",,,,,,,"176.979,03",,,,,,,"291.701,63",,,,,,,,,,"909.168,35",,,,,,,,,,
ITAPE-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
ITAPEBI-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
ITAPETINGA-BA,,,,,,,,,BA,,,"1.509,02",,,,,,,-,,,,,,,"1.509,02",,,,,,,,,,"4.485,66",,,,,,,,,,
ITAPICURU-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
ITAPITANGA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
ITAQUARA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
ITARANTIM-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
ITATIM-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
ITIRUCU-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
ITIUBA-BA,,,,,,,,,BA,,,"1.331,49",,,,,,,-,,,,,,,"1.331,49",,,,,,,,,,"3.957,94",,,,,,,,,,
ITORORO-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
ITUBERA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
JACOBINA-BA,,,,,,,,,BA,,,"1.553,41",,,,,,,-,,,,,,,"1.553,41",,,,,,,,,,"4.617,61",,,,,,,,,,
JAGUAQUARA-BA,,,,,,,,,BA,,,"1.420,26",,,,,,,-,,,,,,,"1.420,26",,,,,,,,,,"4.221,81",,,,,,,,,,
JAGUARIPE-BA,,,,,,,,,BA,,,"47.830,27",,,,,,,-,,,,,,,"47.830,27",,,,,,,,,,"127.064,89",,,,,,,,,,
JANDAIRA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
JEQUIE-BA,,,,,,,,,BA,,,"1.775,32",,,,,,,-,,,,,,,"1.775,32",,,,,,,,,,"5.277,26",,,,,,,,,,
JEREMOABO-BA,,,,,,,,,BA,,,"1.331,49",,,,,,,-,,,,,,,"1.331,49",,,,,,,,,,"3.957,94",,,,,,,,,,
JIQUIRICA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
JITAUNA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
JUCURUCU-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
JUSSARI-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
LAJE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
LAJEDAO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
LAJEDINHO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
LAMARAO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,,,,,BA,,,"1.775,32",,,,,,,-,,,,,,,"1.775,32",,,,,,,,,,"5.277,26",,,,,,,,,,
MACAJUBA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
MACARANI-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
MADRE DE DEUS-BA,,,,,,,,,BA,,,"2.170.423,26",,,,,,,"816.101,90",,,,,,,"2.986.525,16",,,,,,,,,,"8.393.350,90",,,,,,,,,,
MAIQUINIQUE-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
MAIRI-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
MANOEL VITORINO-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
MARACAS-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
MARAGOGIPE-BA,,,,,,,,,BA,,,"55.268,38",,,,,,,-,,,,,,,"55.268,38",,,,,,,,,,"113.905,79",,,,,,,,,,
MARAU-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
MASCOTE-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,,,BA,,,"225.701,65",,,,,,,"107.409,55",,,,,,,"333.111,20",,,,,,,,,,"1.010.936,95",,,,,,,,,,
MEDEIROS NETO-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
MIGUEL CALMON-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
MILAGRES-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
MIRANTE-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
MONTE SANTO-BA,,,,,,,,,BA,,,"1.420,26",,,,,,,-,,,,,,,"1.420,26",,,,,,,,,,"4.221,81",,,,,,,,,,
MUCURI-BA,,,,,,,,,BA,,,"1.331,49",,,,,,,-,,,,,,,"1.331,49",,,,,,,,,,"3.957,94",,,,,,,,,,
MUNDO NOVO-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
MURITIBA-BA,,,,,,,,,BA,,,"1.242,72",,,,,,,-,,,,,,,"1.242,72",,,,,,,,,,"3.694,07",,,,,,,,,,
MUTUIPE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
NAZARE-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
NILO PECANHA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
NORDESTINA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
NOVA CANAA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
NOVA FATIMA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
NOVA IBIA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
NOVA ITARANA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
NOVA SOURE-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
NOVA VICOSA-BA,,,,,,,,,BA,,,"1.331,49",,,,,,,-,,,,,,,"1.331,49",,,,,,,,,,"3.957,94",,,,,,,,,,
NOVO TRIUNFO-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
OLINDINA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
OURICANGAS-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
OUROLANDIA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
PARIPIRANGA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
PAU BRASIL-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
PAULO AFONSO-BA,,,,,,,,,BA,,,"1.642,17",,,,,,,-,,,,,,,"1.642,17",,,,,,,,,,"4.881,46",,,,,,,,,,
PE DE SERRA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
PEDRAO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
PINTADAS-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
PIRAI DO NORTE-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
PIRITIBA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
PLANALTINO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
PLANALTO-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
POCOES-BA,,,,,,,,,BA,,,"1.375,87",,,,,,,-,,,,,,,"1.375,87",,,,,,,,,,"4.089,87",,,,,,,,,,
POJUCA-BA,,,,,,,,,BA,,,"551.320,20",,,,,,,"395.254,82",,,,,,,"946.575,02",,,,,,,,,,"3.125.965,14",,,,,,,,,,
PORTO SEGURO-BA,,,,,,,,,BA,,,"1.686,56",,,,,,,-,,,,,,,"1.686,56",,,,,,,,,,"5.013,40",,,,,,,,,,
POTIRAGUA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
PRADO-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
QUEIMADAS-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
QUIJINGUE-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIXABEIRA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
RETIROLANDIA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,,,BA,,,"1.375,87",,,,,,,-,,,,,,,"1.375,87",,,,,,,,,,"4.089,87",,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
RIO REAL-BA,,,,,,,,,BA,,,"1.331,49",,,,,,,-,,,,,,,"1.331,49",,,,,,,,,,"3.957,94",,,,,,,,,,
RUY BARBOSA-BA,,,,,,,,,BA,,,"1.242,72",,,,,,,-,,,,,,,"1.242,72",,,,,,,,,,"3.694,07",,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,,,BA,,,"28.133,68",,,,,,,"176.579,80",,,,,,,"204.713,48",,,,,,,,,,"645.434,61",,,,,,,,,,
SALVADOR-BA,,,,,,,,,BA,,,"51.152,14",,,,,,,"176.579,80",,,,,,,"227.731,94",,,,,,,,,,"719.526,46",,,,,,,,,,
SANTA BARBARA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
SANTA BRIGIDA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
SANTA INES-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
SANTA LUZIA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
SANTA TERESINHA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
SANTALUZ-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
SANTANOPOLIS-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
SANTO AMARO-BA,,,,,,,,,BA,,,"42.200,52",,,,,,,"176.579,80",,,,,,,"218.780,32",,,,,,,,,,"690.712,96",,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,,,BA,,,"1.597,79",,,,,,,-,,,,,,,"1.597,79",,,,,,,,,,"4.749,53",,,,,,,,,,
SANTO ESTEVAO-BA,,,,,,,,,BA,,,"1.375,87",,,,,,,-,,,,,,,"1.375,87",,,,,,,,,,"4.089,87",,,,,,,,,,
SAO DOMINGOS-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
SAO FELIPE-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
SAO FELIX-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,,,BA,,,"2.410.579,89",,,,,,,"917.261,50",,,,,,,"3.327.841,39",,,,,,,,,,"9.305.071,04",,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,,,BA,,,"1.287,11",,,,,,,-,,,,,,,"1.287,11",,,,,,,,,,"3.826,02",,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,,,BA,,,"932,04",,,,,,,-,,,,,,,"932,04",,,,,,,,,,"2.770,56",,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,,,BA,,,"384.734,23",,,,,,,"195.101,26",,,,,,,"579.835,49",,,,,,,,,,"1.886.634,46",,,,,,,,,,
SAPEACU-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
SATIRO DIAS-BA,,,,,,,,,BA,,,"84.548,02",,,,,,,"2.496,97",,,,,,,"87.044,99",,,,,,,,,,"264.552,60",,,,,,,,,,
SAUBARA-BA,,,,,,,,,BA,,,"26.854,87",,,,,,,"176.579,80",,,,,,,"203.434,67",,,,,,,,,,"641.318,39",,,,,,,,,,
SERRA PRETA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
SERRINHA-BA,,,,,,,,,BA,,,"1.553,41",,,,,,,-,,,,,,,"1.553,41",,,,,,,,,,"4.617,61",,,,,,,,,,
SERROLANDIA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
SIMOES FILHO-BA,,,,,,,,,BA,,,"84.702,23",,,,,,,"2.210,24",,,,,,,"86.912,47",,,,,,,,,,"264.365,01",,,,,,,,,,
SITIO DO QUINTO-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
TANQUINHO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
TAPEROA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
TAPIRAMUTA-BA,,,,,,,,,BA,,,"1.065,19",,,,,,,-,,,,,,,"1.065,19",,,,,,,,,,"3.166,35",,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,,,BA,,,"1.730,94",,,,,,,-,,,,,,,"1.730,94",,,,,,,,,,"5.145,33",,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,,,BA,,,"83.870,74",,,,,,,"1.923,79",,,,,,,"85.794,53",,,,,,,,,,"259.621,45",,,,,,,,,,
TEOFILANDIA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
TEOLANDIA-BA,,,,,,,,,BA,,,"1.020,81",,,,,,,-,,,,,,,"1.020,81",,,,,,,,,,"3.034,43",,,,,,,,,,
TERRA NOVA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
TUCANO-BA,,,,,,,,,BA,,,"1.420,26",,,,,,,-,,,,,,,"1.420,26",,,,,,,,,,"4.221,81",,,,,,,,,,
UAUA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
UBAIRA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
UBAITABA-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
UBATA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
UNA-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
URUCUCA-BA,,,,,,,,,BA,,,"1.109,57",,,,,,,-,,,,,,,"1.109,57",,,,,,,,,,"3.298,28",,,,,,,,,,
VALENCA-BA,,,,,,,,,BA,,,"47.830,27",,,,,,,-,,,,,,,"47.830,27",,,,,,,,,,"127.064,89",,,,,,,,,,
VALENTE-BA,,,,,,,,,BA,,,"1.198,34",,,,,,,-,,,,,,,"1.198,34",,,,,,,,,,"3.562,15",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
VARZEA DO POCO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
VARZEA NOVA-BA,,,,,,,,,BA,,,"976,42",,,,,,,-,,,,,,,"976,42",,,,,,,,,,"2.902,48",,,,,,,,,,
VARZEDO-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
VERA CRUZ-BA,,,,,,,,,BA,,,"86.837,57",,,,,,,"969,18",,,,,,,"87.806,75",,,,,,,,,,"263.279,98",,,,,,,,,,
VEREDA-BA,,,,,,,,,BA,,,"887,66",,,,,,,-,,,,,,,"887,66",,,,,,,,,,"2.638,62",,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,,,BA,,,"1.775,32",,,,,,,-,,,,,,,"1.775,32",,,,,,,,,,"5.277,26",,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,,,BA,,,"1.153,96",,,,,,,-,,,,,,,"1.153,96",,,,,,,,,,"3.430,22",,,,,,,,,,
BAHIA  TOTAL,,,,,,,,,,,,"9.342.321,62",,,,,,,"5.190.978,32",,,,,,,"14.533.299,94",,,,,,,,,,"43.570.255,74",,,,,,,,,,
ACARAU-CE,,,,,,,,,CE,,,"3.019,71",,,,,,,-,,,,,,,"3.019,71",,,,,,,,,,"9.305,92",,,,,,,,,,
ALCANTARAS-CE,,,,,,,,,CE,,,"1.921,63",,,,,,,-,,,,,,,"1.921,63",,,,,,,,,,"5.921,94",,,,,,,,,,
AMONTADA-CE,,,,,,,,,CE,,,"62.096,94",,,,,,,"70.700,09",,,,,,,"132.797,03",,,,,,,,,,"420.062,22",,,,,,,,,,
APUIARES-CE,,,,,,,,,CE,,,"2.013,14",,,,,,,-,,,,,,,"2.013,14",,,,,,,,,,"6.203,94",,,,,,,,,,
