ITAGIBA-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
ITAGIMIRIM-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
ITAJU DO COLONIA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
ITAJUIPE-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
ITAMARAJU-BA,,,,,BA,,,"1.542,23",,,,,,-,,,,,,,"1.542,23",,,,,,,"18.531,54",,,,,,,,,,,,
ITAMARI-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
ITAMBE-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,"49.265,70",,,,,,"8.998,08",,,,,,,"58.263,78",,,,,,,"661.256,52",,,,,,,,,,,,
ITANHEM-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,"75.043,88",,,,,,"316.411,90",,,,,,,"391.455,78",,,,,,,"3.307.502,87",,,,,,,,,,,,
ITAPE-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
ITAPEBI-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,"1.588,96",,,,,,-,,,,,,,"1.588,96",,,,,,,"19.093,11",,,,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,"1.355,29",,,,,,-,,,,,,,"1.355,29",,,,,,,"16.285,30",,,,,,,,,,,,
ITAPITANGA-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
ITATIM-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
ITIUBA-BA,,,,,BA,,,"1.402,03",,,,,,-,,,,,,,"1.402,03",,,,,,,"16.846,85",,,,,,,,,,,,
ITORORO-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
ITUBERA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
JACOBINA-BA,,,,,BA,,,"1.635,70",,,,,,-,,,,,,,"1.635,70",,,,,,,"19.654,67",,,,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,"1.495,49",,,,,,-,,,,,,,"1.495,49",,,,,,,"17.969,97",,,,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,"50.364,05",,,,,,-,,,,,,,"50.364,05",,,,,,,"605.178,25",,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
JEQUIE-BA,,,,,BA,,,"1.869,37",,,,,,-,,,,,,,"1.869,37",,,,,,,"22.462,49",,,,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,"1.402,03",,,,,,-,,,,,,,"1.402,03",,,,,,,"16.846,85",,,,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
JITAUNA-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
JUCURUCU-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
JUSSARI-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
LAJE-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
LAJEDAO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
LAMARAO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,"1.869,37",,,,,,-,,,,,,,"1.869,37",,,,,,,"22.462,49",,,,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
MACARANI-BA,,,,,BA,,,"1.121,62",,,,,,-,,,,,,,"1.121,62",,,,,,,"13.477,47",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,"1.202.559,72",,,,,,"1.469.859,16",,,,,,,"2.672.418,88",,,,,,,"24.410.397,98",,,,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
MAIRI-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
MARACAS-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,"43.520,15",,,,,,-,,,,,,,"43.520,15",,,,,,,"522.941,47",,,,,,,,,,,,
MARAU-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
MASCOTE-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,"140.822,16",,,,,,"78.069,54",,,,,,,"218.891,70",,,,,,,"2.427.795,66",,,,,,,,,,,,
MEDEIROS NETO-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
MILAGRES-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
MIRANTE-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,"1.495,49",,,,,,-,,,,,,,"1.495,49",,,,,,,"17.969,97",,,,,,,,,,,,
MUCURI-BA,,,,,BA,,,"231.809,52",,,,,,"12.300,25",,,,,,,"244.109,77",,,,,,,"2.631.062,10",,,,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
MURITIBA-BA,,,,,BA,,,"1.308,56",,,,,,-,,,,,,,"1.308,56",,,,,,,"15.723,73",,,,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
NAZARE-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
NILO PECANHA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,"1.121,62",,,,,,-,,,,,,,"1.121,62",,,,,,,"13.477,47",,,,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
NOVA IBIA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
NOVA VICOSA-BA,,,,,BA,,,"1.402,03",,,,,,-,,,,,,,"1.402,03",,,,,,,"16.846,85",,,,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
OLINDINA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,"1.121,62",,,,,,-,,,,,,,"1.121,62",,,,,,,"13.477,47",,,,,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
PAU BRASIL-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,"1.729,17",,,,,,-,,,,,,,"1.729,17",,,,,,,"20.777,81",,,,,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
PEDRAO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,"1.121,62",,,,,,-,,,,,,,"1.121,62",,,,,,,"13.477,47",,,,,,,,,,,,
PINTADAS-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
PIRAI DO NORTE-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
PIRITIBA-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
PLANALTINO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
PLANALTO-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
POCOES-BA,,,,,BA,,,"1.448,76",,,,,,-,,,,,,,"1.448,76",,,,,,,"17.408,41",,,,,,,,,,,,
POJUCA-BA,,,,,BA,,,"591.537,10",,,,,,"307.246,00",,,,,,,"898.783,10",,,,,,,"8.623.543,39",,,,,,,,,,,,
PORTO SEGURO-BA,,,,,BA,,,"1.775,90",,,,,,-,,,,,,,"1.775,90",,,,,,,"21.339,37",,,,,,,,,,,,
POTIRAGUA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
PRADO-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,"1.355,29",,,,,,-,,,,,,,"1.355,29",,,,,,,"16.285,30",,,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,"1.448,76",,,,,,-,,,,,,,"1.448,76",,,,,,,"17.408,41",,,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO REAL-BA,,,,,BA,,,"1.402,03",,,,,,-,,,,,,,"1.402,03",,,,,,,"16.846,85",,,,,,,,,,,,
RUY BARBOSA-BA,,,,,BA,,,"1.308,56",,,,,,-,,,,,,,"1.308,56",,,,,,,"15.723,73",,,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,"30.885,27",,,,,,"315.772,76",,,,,,,"346.658,03",,,,,,,"2.832.504,86",,,,,,,,,,,,
SALVADOR-BA,,,,,BA,,,"56.155,04",,,,,,"315.772,76",,,,,,,"371.927,80",,,,,,,"3.136.148,34",,,,,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
SANTA INES-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
SANTA LUZIA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
SANTALUZ-BA,,,,,BA,,,"1.355,29",,,,,,-,,,,,,,"1.355,29",,,,,,,"16.285,30",,,,,,,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,"46.327,91",,,,,,"315.772,76",,,,,,,"362.100,67",,,,,,,"3.018.064,77",,,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,"1.682,43",,,,,,-,,,,,,,"1.682,43",,,,,,,"20.216,24",,,,,,,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,"1.448,76",,,,,,-,,,,,,,"1.448,76",,,,,,,"17.408,41",,,,,,,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
SAO FELIPE-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
SAO FELIX-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,"1.479.327,65",,,,,,"816.361,15",,,,,,,"2.295.688,80",,,,,,,"25.230.244,97",,,,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,"1.355,29",,,,,,-,,,,,,,"1.355,29",,,,,,,"16.285,30",,,,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,"981,42",,,,,,-,,,,,,,"981,42",,,,,,,"11.792,78",,,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,"316.639,96",,,,,,"181.193,08",,,,,,,"497.833,04",,,,,,,"5.740.287,22",,,,,,,,,,,,
SAPEACU-BA,,,,,BA,,,"1.121,62",,,,,,-,,,,,,,"1.121,62",,,,,,,"13.477,47",,,,,,,,,,,,
SATIRO DIAS-BA,,,,,BA,,,"39.957,01",,,,,,"1.390,35",,,,,,,"41.347,36",,,,,,,"435.559,59",,,,,,,,,,,,
SAUBARA-BA,,,,,BA,,,"29.481,39",,,,,,"315.772,76",,,,,,,"345.254,15",,,,,,,"2.815.635,79",,,,,,,,,,,,
SERRA PRETA-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
SERRINHA-BA,,,,,BA,,,"1.635,70",,,,,,-,,,,,,,"1.635,70",,,,,,,"19.654,67",,,,,,,,,,,,
SERROLANDIA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,"260.798,80",,,,,,"16.985,23",,,,,,,"277.784,03",,,,,,,"3.056.097,96",,,,,,,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
TANQUINHO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
TAPEROA-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,"1.121,62",,,,,,-,,,,,,,"1.121,62",,,,,,,"13.477,47",,,,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,BA,,,"1.822,63",,,,,,-,,,,,,,"1.822,63",,,,,,,"21.900,93",,,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,"39.608,43",,,,,,"1.400,31",,,,,,,"41.008,74",,,,,,,"445.587,97",,,,,,,,,,,,
TEOFILANDIA-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
TEOLANDIA-BA,,,,,BA,,,"1.074,89",,,,,,-,,,,,,,"1.074,89",,,,,,,"12.915,91",,,,,,,,,,,,
TERRA NOVA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
TUCANO-BA,,,,,BA,,,"1.495,49",,,,,,-,,,,,,,"1.495,49",,,,,,,"17.969,97",,,,,,,,,,,,
UAUA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
UBAIRA-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
UBAITABA-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
UBATA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
UNA-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
URUCUCA-BA,,,,,BA,,,"1.168,35",,,,,,-,,,,,,,"1.168,35",,,,,,,"14.039,03",,,,,,,,,,,,
VALENCA-BA,,,,,BA,,,"50.364,05",,,,,,-,,,,,,,"50.364,05",,,,,,,"605.178,25",,,,,,,,,,,,
VALENTE-BA,,,,,BA,,,"1.261,82",,,,,,-,,,,,,,"1.261,82",,,,,,,"15.162,16",,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
VARZEA NOVA-BA,,,,,BA,,,"1.028,15",,,,,,-,,,,,,,"1.028,15",,,,,,,"12.354,35",,,,,,,,,,,,
VARZEDO-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
VERA CRUZ-BA,,,,,BA,,,"66.943,80",,,,,,"720,72",,,,,,,"67.664,52",,,,,,,"465.525,96",,,,,,,,,,,,
VEREDA-BA,,,,,BA,,,"934,68",,,,,,-,,,,,,,"934,68",,,,,,,"11.231,22",,,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,"1.869,37",,,,,,-,,,,,,,"1.869,37",,,,,,,"22.462,49",,,,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,BA,,,"1.215,09",,,,,,-,,,,,,,"1.215,09",,,,,,,"14.600,61",,,,,,,,,,,,
BAHIA  TOTAL,,,,,,,,,,,,,,"6.199.998,44",,,,,,,"13.812.461,55",,,,,,,"141.902.447,87",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"7.612.463,11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACARAU-CE,,,,,CE,,,"1.944,75",,,,,,-,,,,,,,"1.944,75",,,,,,,"22.534,36",,,,,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,"1.237,57",,,,,,-,,,,,,,"1.237,57",,,,,,,"14.340,03",,,,,,,,,,,,
AMONTADA-CE,,,,,CE,,,"39.991,69",,,,,,"7.615,78",,,,,,,"47.607,47",,,,,,,"734.287,75",,,,,,,,,,,,
APUIARES-CE,,,,,CE,,,"1.296,50",,,,,,-,,,,,,,"1.296,50",,,,,,,"15.022,87",,,,,,,,,,,,
AQUIRAZ-CE,,,,,CE,,,"1,43",,,,,,"33.061,17",,,,,,,"33.062,60",,,,,,,"2.578.189,19",,,,,,,,,,,,
ARACATI-CE,,,,,CE,,,"298.371,98",,,,,,"19.922,69",,,,,,,"318.294,67",,,,,,,"3.469.787,96",,,,,,,,,,,,
ARARENDA-CE,,,,,CE,,,"1.237,57",,,,,,-,,,,,,,"1.237,57",,,,,,,"14.340,03",,,,,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,"1.355,43",,,,,,-,,,,,,,"1.355,43",,,,,,,"15.705,73",,,,,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,"1.650,09",,,,,,-,,,,,,,"1.650,09",,,,,,,"19.120,04",,,,,,,,,,,,
CAMOCIM-CE,,,,,CE,,,"1.944,75",,,,,,-,,,,,,,"1.944,75",,,,,,,"22.534,36",,,,,,,,,,,,
CANINDE-CE,,,,,CE,,,"2.062,61",,,,,,-,,,,,,,"2.062,61",,,,,,,"23.900,07",,,,,,,,,,,,
CARIDADE-CE,,,,,CE,,,"1.532,23",,,,,,-,,,,,,,"1.532,23",,,,,,,"17.754,34",,,,,,,,,,,,
CARIRE-CE,,,,,CE,,,"1.473,29",,,,,,-,,,,,,,"1.473,29",,,,,,,"17.071,46",,,,,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,"1.414,36",,,,,,-,,,,,,,"1.414,36",,,,,,,"16.388,60",,,,,,,,,,,,
CATUNDA-CE,,,,,CE,,,"1.178,63",,,,,,-,,,,,,,"1.178,63",,,,,,,"13.657,16",,,,,,,,,,,,
CAUCAIA-CE,,,,,CE,,,"1,43",,,,,,"33.061,19",,,,,,,"33.062,62",,,,,,,"2.305.972,81",,,,,,,,,,,,
CHAVAL-CE,,,,,CE,,,"1.296,50",,,,,,-,,,,,,,"1.296,50",,,,,,,"15.022,87",,,,,,,,,,,,
COREAU-CE,,,,,CE,,,"1.532,23",,,,,,-,,,,,,,"1.532,23",,,,,,,"17.754,34",,,,,,,,,,,,
CRATEUS-CE,,,,,CE,,,"2.062,61",,,,,,-,,,,,,,"2.062,61",,,,,,,"23.900,07",,,,,,,,,,,,
CROATA-CE,,,,,CE,,,"1.414,36",,,,,,-,,,,,,,"1.414,36",,,,,,,"16.388,60",,,,,,,,,,,,
CRUZ-CE,,,,,CE,,,"1.532,23",,,,,,-,,,,,,,"1.532,23",,,,,,,"17.754,34",,,,,,,,,,,,
FORQUILHA-CE,,,,,CE,,,"1.532,23",,,,,,-,,,,,,,"1.532,23",,,,,,,"17.754,34",,,,,,,,,,,,
FORTALEZA-CE,,,,,CE,,,"265.511,31",,,,,,"44.085,45",,,,,,,"309.596,76",,,,,,,"3.256.676,36",,,,,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,"1.296,50",,,,,,-,,,,,,,"1.296,50",,,,,,,"15.022,87",,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,"1.178,63",,,,,,-,,,,,,,"1.178,63",,,,,,,"13.657,16",,,,,,,,,,,,
GRACA-CE,,,,,CE,,,"1.355,43",,,,,,-,,,,,,,"1.355,43",,,,,,,"15.705,73",,,,,,,,,,,,
GRANJA-CE,,,,,CE,,,"1.885,82",,,,,,-,,,,,,,"1.885,82",,,,,,,"21.851,49",,,,,,,,,,,,
GROAIRAS-CE,,,,,CE,,,"1.237,57",,,,,,-,,,,,,,"1.237,57",,,,,,,"14.340,03",,,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,"1.767,95",,,,,,-,,,,,,,"1.767,95",,,,,,,"20.485,77",,,,,,,,,,,,
