MUNIZ FERREIRA-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
MURITIBA-BA,,,,,,BA,,,,"82,35",,,,,,,,-,,,,,,"82,35",,,,,,"154,95",,,,,,,,,,,
MUTUIPE-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZARE-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
NORDESTINA-BA,,,,,,BA,,,,"61,76",,,,,,,,-,,,,,,"61,76",,,,,,"116,21",,,,,,,,,,,
NOVA CANAA-BA,,,,,,BA,,,,"67,65",,,,,,,,-,,,,,,"67,65",,,,,,"127,28",,,,,,,,,,,
NOVA FATIMA-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
NOVA ITARANA-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
NOVA SOURE-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
NOVO TRIUNFO-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
OLINDINA-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
OURICANGAS-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
OUROLANDIA-BA,,,,,,BA,,,,"67,65",,,,,,,,-,,,,,,"67,65",,,,,,"127,28",,,,,,,,,,,
PARIPIRANGA-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
PAULO AFONSO-BA,,,,,,BA,,,,"108,83",,,,,,,,-,,,,,,"108,83",,,,,,"204,76",,,,,,,,,,,
PE DE SERRA-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
PEDRAO-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
PINTADAS-BA,,,,,,BA,,,,"61,76",,,,,,,,-,,,,,,"61,76",,,,,,"116,21",,,,,,,,,,,
PIRITIBA-BA,,,,,,BA,,,,"73,53",,,,,,,,-,,,,,,"73,53",,,,,,"138,35",,,,,,,,,,,
PLANALTINO-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
PLANALTO-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
POCOES-BA,,,,,,BA,,,,"91,18",,,,,,,,-,,,,,,"91,18",,,,,,"171,55",,,,,,,,,,,
POJUCA-BA,,,,,,BA,,,,"645.607,36",,,,,,,,"515.488,35",,,,,,"1.161.095,71",,,,,,"2.390.882,49",,,,,,,,,,,
QUEIMADAS-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
QUIJINGUE-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
QUIXABEIRA-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
RETIROLANDIA-BA,,,,,,BA,,,,"61,76",,,,,,,,-,,,,,,"61,76",,,,,,"116,21",,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,BA,,,,"82,35",,,,,,,,-,,,,,,"82,35",,,,,,"154,95",,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,BA,,,,"91,18",,,,,,,,-,,,,,,"91,18",,,,,,"171,55",,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,BA,,,,"67,65",,,,,,,,-,,,,,,"67,65",,,,,,"127,28",,,,,,,,,,,
RIO REAL-BA,,,,,,BA,,,,"85,30",,,,,,,,-,,,,,,"85,30",,,,,,"160,49",,,,,,,,,,,
RUY BARBOSA-BA,,,,,,BA,,,,"82,35",,,,,,,,-,,,,,,"82,35",,,,,,"154,95",,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,BA,,,,"1.709,36",,,,,,,,"117.386,31",,,,,,"119.095,67",,,,,,"251.722,73",,,,,,,,,,,
SALVADOR-BA,,,,,,BA,,,,"3.255,94",,,,,,,,"117.386,31",,,,,,"120.642,25",,,,,,"254.632,61",,,,,,,,,,,
SANTA BARBARA-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
SANTA BRIGIDA-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
SANTA INES-BA,,,,,,BA,,,,"61,76",,,,,,,,-,,,,,,"61,76",,,,,,"116,21",,,,,,,,,,,
SANTA TERESINHA-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
SANTALUZ-BA,,,,,,BA,,,,"82,35",,,,,,,,-,,,,,,"82,35",,,,,,"154,95",,,,,,,,,,,
SANTANOPOLIS-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
SANTO AMARO-BA,,,,,,BA,,,,"2.686,15",,,,,,,,"117.386,31",,,,,,"120.072,46",,,,,,"253.560,55",,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,BA,,,,"102,94",,,,,,,,-,,,,,,"102,94",,,,,,"193,69",,,,,,,,,,,
SANTO ESTEVAO-BA,,,,,,BA,,,,"91,18",,,,,,,,-,,,,,,"91,18",,,,,,"171,55",,,,,,,,,,,
SAO DOMINGOS-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
SAO FELIPE-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
SAO FELIX-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,BA,,,,"1.207.853,24",,,,,,,,"138.543,92",,,,,,"1.346.397,16",,,,,,"2.349.755,07",,,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,BA,,,,"61,76",,,,,,,,-,,,,,,"61,76",,,,,,"116,21",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,BA,,,,"276.209,64",,,,,,,,"166.989,17",,,,,,"443.198,81",,,,,,"977.852,17",,,,,,,,,,,
SAPEACU-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
SATIRO DIAS-BA,,,,,,BA,,,,"44.221,46",,,,,,,,"22.516,94",,,,,,"66.738,40",,,,,,"125.198,27",,,,,,,,,,,
SAUBARA-BA,,,,,,BA,,,,"1.709,36",,,,,,,,"117.386,31",,,,,,"119.095,67",,,,,,"251.722,73",,,,,,,,,,,
SERRA PRETA-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
SERRINHA-BA,,,,,,BA,,,,"100,00",,,,,,,,-,,,,,,"100,00",,,,,,"188,15",,,,,,,,,,,
SERROLANDIA-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
SIMOES FILHO-BA,,,,,,BA,,,,"74.249,98",,,,,,,,"3.202,31",,,,,,"77.452,29",,,,,,"154.748,29",,,,,,,,,,,
SITIO DO QUINTO-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
TANQUINHO-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
TAPIRAMUTA-BA,,,,,,BA,,,,"70,59",,,,,,,,-,,,,,,"70,59",,,,,,"132,81",,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
TEOFILANDIA-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
TERRA NOVA-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
TUCANO-BA,,,,,,BA,,,,"94,12",,,,,,,,-,,,,,,"94,12",,,,,,"177,09",,,,,,,,,,,
UAUA-BA,,,,,,BA,,,,"79,41",,,,,,,,-,,,,,,"79,41",,,,,,"149,41",,,,,,,,,,,
UBAIRA-BA,,,,,,BA,,,,"76,47",,,,,,,,-,,,,,,"76,47",,,,,,"143,88",,,,,,,,,,,
VALENTE-BA,,,,,,BA,,,,"73,53",,,,,,,,-,,,,,,"73,53",,,,,,"138,35",,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,,BA,,,,"64,71",,,,,,,,-,,,,,,"64,71",,,,,,"121,75",,,,,,,,,,,
VARZEA DO POCO-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
VARZEA NOVA-BA,,,,,,BA,,,,"67,65",,,,,,,,-,,,,,,"67,65",,,,,,"127,28",,,,,,,,,,,
VARZEDO-BA,,,,,,BA,,,,"58,82",,,,,,,,-,,,,,,"58,82",,,,,,"110,67",,,,,,,,,,,
VERA CRUZ-BA,,,,,,BA,,,,"82,35",,,,,,,,-,,,,,,"82,35",,,,,,"154,95",,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,BA,,,,"117,65",,,,,,,,-,,,,,,"117,65",,,,,,"221,36",,,,,,,,,,,
BAHIA TOTAL,,,,,,,,,,"5.532.204,86",,,,,,,,"3.196.214,92",,,,,,"8.728.419,78",,,,,,"18.063.942,10",,,,,,,,,,,
ACARAU-CE,,,,,,CE,,,,"2.788,82",,,,,,,,-,,,,,,"2.788,82",,,,,,"5.403,29",,,,,,,,,,,
ALCANTARAS-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
AMONTADA-CE,,,,,,CE,,,,"58.213,27",,,,,,,,"70.769,30",,,,,,"128.982,57",,,,,,"254.346,98",,,,,,,,,,,
APUIARES-CE,,,,,,CE,,,,"1.917,31",,,,,,,,-,,,,,,"1.917,31",,,,,,"3.714,76",,,,,,,,,,,
AQUIRAZ-CE,,,,,,CE,,,,-,,,,,,,,"7.748,19",,,,,,"7.748,19",,,,,,"12.288,10",,,,,,,,,,,
ARACATI-CE,,,,,,CE,,,,"666.558,66",,,,,,,,"14.856,30",,,,,,"681.414,96",,,,,,"1.313.627,82",,,,,,,,,,,
ARARENDA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
BARROQUINHA-CE,,,,,,CE,,,,"1.917,31",,,,,,,,-,,,,,,"1.917,31",,,,,,"3.714,76",,,,,,,,,,,
BELA CRUZ-CE,,,,,,CE,,,,"2.440,22",,,,,,,,-,,,,,,"2.440,22",,,,,,"4.727,88",,,,,,,,,,,
CAMOCIM-CE,,,,,,CE,,,,"2.788,82",,,,,,,,-,,,,,,"2.788,82",,,,,,"5.403,29",,,,,,,,,,,
CANINDE-CE,,,,,,CE,,,,"2.963,12",,,,,,,,-,,,,,,"2.963,12",,,,,,"5.740,99",,,,,,,,,,,
CARIDADE-CE,,,,,,CE,,,,"2.004,46",,,,,,,,-,,,,,,"2.004,46",,,,,,"3.883,61",,,,,,,,,,,
CARIRE-CE,,,,,,CE,,,,"2.178,77",,,,,,,,-,,,,,,"2.178,77",,,,,,"4.221,32",,,,,,,,,,,
CARNAUBAL-CE,,,,,,CE,,,,"2.004,46",,,,,,,,-,,,,,,"2.004,46",,,,,,"3.883,61",,,,,,,,,,,
CATUNDA-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
CAUCAIA-CE,,,,,,CE,,,,-,,,,,,,,"7.748,19",,,,,,"7.748,19",,,,,,"12.288,10",,,,,,,,,,,
CHAVAL-CE,,,,,,CE,,,,"1.917,31",,,,,,,,-,,,,,,"1.917,31",,,,,,"3.714,76",,,,,,,,,,,
COREAU-CE,,,,,,CE,,,,"2.178,77",,,,,,,,-,,,,,,"2.178,77",,,,,,"4.221,32",,,,,,,,,,,
CRATEUS-CE,,,,,,CE,,,,"2.963,12",,,,,,,,-,,,,,,"2.963,12",,,,,,"5.740,99",,,,,,,,,,,
CROATA-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
CRUZ-CE,,,,,,CE,,,,"2.178,77",,,,,,,,-,,,,,,"2.178,77",,,,,,"4.221,32",,,,,,,,,,,
FORQUILHA-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
FORTALEZA-CE,,,,,,CE,,,,"119.344,59",,,,,,,,"10.330,93",,,,,,"129.675,52",,,,,,"204.293,03",,,,,,,,,,,
FRECHEIRINHA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACA-CE,,,,,,CE,,,,"2.004,46",,,,,,,,-,,,,,,"2.004,46",,,,,,"3.883,61",,,,,,,,,,,
GRANJA-CE,,,,,,CE,,,,"2.788,82",,,,,,,,-,,,,,,"2.788,82",,,,,,"5.403,29",,,,,,,,,,,
GROAIRAS-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,CE,,,,"2.527,37",,,,,,,,-,,,,,,"2.527,37",,,,,,"4.896,73",,,,,,,,,,,
HIDROLANDIA-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
HORIZONTE-CE,,,,,,CE,,,,"140,81",,,,,,,,-,,,,,,"140,81",,,,,,"140,81",,,,,,,,,,,
IBIAPINA-CE,,,,,,CE,,,,"2.265,92",,,,,,,,-,,,,,,"2.265,92",,,,,,"4.390,18",,,,,,,,,,,
ICAPUI-CE,,,,,,CE,,,,"83.250,36",,,,,,,,"14.402,66",,,,,,"97.653,02",,,,,,"195.044,92",,,,,,,,,,,
INDEPENDENCIA-CE,,,,,,CE,,,,"2.353,07",,,,,,,,-,,,,,,"2.353,07",,,,,,"4.559,03",,,,,,,,,,,
IPAPORANGA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
IPU-CE,,,,,,CE,,,,"2.614,52",,,,,,,,-,,,,,,"2.614,52",,,,,,"5.065,58",,,,,,,,,,,
IPUEIRAS-CE,,,,,,CE,,,,"2.614,52",,,,,,,,-,,,,,,"2.614,52",,,,,,"5.065,58",,,,,,,,,,,
IRAUCUBA-CE,,,,,,CE,,,,"2.178,77",,,,,,,,-,,,,,,"2.178,77",,,,,,"4.221,32",,,,,,,,,,,
ITAPAGE-CE,,,,,,CE,,,,"2.701,67",,,,,,,,-,,,,,,"2.701,67",,,,,,"5.234,44",,,,,,,,,,,
ITAPIPOCA-CE,,,,,,CE,,,,"72.264,75",,,,,,,,"67.788,38",,,,,,"140.053,13",,,,,,"268.090,04",,,,,,,,,,,
ITAREMA-CE,,,,,,CE,,,,"56.205,91",,,,,,,,"50.886,35",,,,,,"107.092,26",,,,,,"206.304,20",,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,CE,,,,"1.917,31",,,,,,,,-,,,,,,"1.917,31",,,,,,"3.714,76",,,,,,,,,,,
MARACANAU-CE,,,,,,CE,,,,"1.134.330,83",,,,,,,,-,,,,,,"1.134.330,83",,,,,,"1.134.330,83",,,,,,,,,,,
MARCO-CE,,,,,,CE,,,,"2.265,92",,,,,,,,-,,,,,,"2.265,92",,,,,,"4.390,18",,,,,,,,,,,
MARTINOPOLE-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
MASSAPE-CE,,,,,,CE,,,,"2.440,22",,,,,,,,-,,,,,,"2.440,22",,,,,,"4.727,88",,,,,,,,,,,
MERUOCA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
MIRAIMA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
MONSENHOR TABOSA-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
MORAUJO-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
MORRINHOS-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
MUCAMBO-CE,,,,,,CE,,,,"1.917,31",,,,,,,,-,,,,,,"1.917,31",,,,,,"3.714,76",,,,,,,,,,,
NOVA RUSSAS-CE,,,,,,CE,,,,"2.440,22",,,,,,,,-,,,,,,"2.440,22",,,,,,"4.727,88",,,,,,,,,,,
NOVO ORIENTE-CE,,,,,,CE,,,,"2.353,07",,,,,,,,-,,,,,,"2.353,07",,,,,,"4.559,03",,,,,,,,,,,
PACAJUS-CE,,,,,,CE,,,,"47.051,33",,,,,,,,-,,,,,,"47.051,33",,,,,,"47.051,33",,,,,,,,,,,
PACUJA-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
PARACURU-CE,,,,,,CE,,,,"54.198,56",,,,,,,,"83.226,55",,,,,,"137.425,11",,,,,,"274.210,44",,,,,,,,,,,
PARAIPABA-CE,,,,,,CE,,,,"2.353,07",,,,,,,,"3.776,95",,,,,,"6.130,02",,,,,,"11.775,33",,,,,,,,,,,
PARAMOTI-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
PENTECOSTE-CE,,,,,,CE,,,,"2.527,37",,,,,,,,-,,,,,,"2.527,37",,,,,,"4.896,73",,,,,,,,,,,
PIRES FERREIRA-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
PORANGA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
QUITERIANOPOLIS-CE,,,,,,CE,,,,"2.178,77",,,,,,,,-,,,,,,"2.178,77",,,,,,"4.221,32",,,,,,,,,,,
RERIUTABA-CE,,,,,,CE,,,,"2.265,92",,,,,,,,-,,,,,,"2.265,92",,,,,,"4.390,18",,,,,,,,,,,
SANTA QUITERIA-CE,,,,,,CE,,,,"2.701,67",,,,,,,,-,,,,,,"2.701,67",,,,,,"5.234,44",,,,,,,,,,,
SANTANA DO ACARAU-CE,,,,,,CE,,,,"2.353,07",,,,,,,,-,,,,,,"2.353,07",,,,,,"4.559,03",,,,,,,,,,,
SAO BENEDITO-CE,,,,,,CE,,,,"2.614,52",,,,,,,,-,,,,,,"2.614,52",,,,,,"5.065,58",,,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,,CE,,,,"2.527,37",,,,,,,,-,,,,,,"2.527,37",,,,,,"4.896,73",,,,,,,,,,,
SAO LUIS DO CURU-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
SENADOR SA-CE,,,,,,CE,,,,"1.743,01",,,,,,,,-,,,,,,"1.743,01",,,,,,"3.377,05",,,,,,,,,,,
SOBRAL-CE,,,,,,CE,,,,"3.486,03",,,,,,,,-,,,,,,"3.486,03",,,,,,"6.754,12",,,,,,,,,,,
TAMBORIL-CE,,,,,,CE,,,,"2.353,07",,,,,,,,-,,,,,,"2.353,07",,,,,,"4.559,03",,,,,,,,,,,
TEJUCUOCA-CE,,,,,,CE,,,,"1.917,31",,,,,,,,-,,,,,,"1.917,31",,,,,,"3.714,76",,,,,,,,,,,
TIANGUA-CE,,,,,,CE,,,,"2.875,97",,,,,,,,-,,,,,,"2.875,97",,,,,,"5.572,14",,,,,,,,,,,
TRAIRI-CE,,,,,,CE,,,,"62.227,98",,,,,,,,"102.440,55",,,,,,"164.668,53",,,,,,"311.192,06",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TURURU-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
UBAJARA-CE,,,,,,CE,,,,"2.353,07",,,,,,,,-,,,,,,"2.353,07",,,,,,"4.559,03",,,,,,,,,,,
UMIRIM-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
URUBURETAMA-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
URUOCA-CE,,,,,,CE,,,,"1.830,16",,,,,,,,-,,,,,,"1.830,16",,,,,,"3.545,90",,,,,,,,,,,
VARJOTA-CE,,,,,,CE,,,,"2.091,61",,,,,,,,-,,,,,,"2.091,61",,,,,,"4.052,46",,,,,,,,,,,
VICOSA DO CEARA-CE,,,,,,CE,,,,"2.701,67",,,,,,,,-,,,,,,"2.701,67",,,,,,"5.234,44",,,,,,,,,,,
CEARA TOTAL,,,,,,,,,,"2.505.341,93",,,,,,,,"433.974,35",,,,,,"2.939.316,28",,,,,,"4.534.059,80",,,,,,,,,,,
AFONSO CLAUDIO-ES,,,,,,ES,,,,"26.578,71",,,,,,,,-,,,,,,"26.578,71",,,,,,"50.411,04",,,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
AGUIA BRANCA-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
ALEGRE-ES,,,,,,ES,,,,"25.662,21",,,,,,,,-,,,,,,"25.662,21",,,,,,"48.672,73",,,,,,,,,,,
ALFREDO CHAVES-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
ALTO RIO NOVO-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
ANCHIETA-ES,,,,,,ES,,,,"200.724,71",,,,,,,,-,,,,,,"200.724,71",,,,,,"380.708,47",,,,,,,,,,,
APIACA-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
ARACRUZ-ES,,,,,,ES,,,,"200.724,71",,,,,,,,"1.458.429,63",,,,,,"1.659.154,34",,,,,,"3.251.640,94",,,,,,,,,,,
ATILIO VIVACQUA-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
BAIXO GUANDU-ES,,,,,,ES,,,,"24.745,70",,,,,,,,-,,,,,,"24.745,70",,,,,,"46.934,42",,,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,,ES,,,,"27.495,23",,,,,,,,-,,,,,,"27.495,23",,,,,,"52.149,36",,,,,,,,,,,
BOA ESPERANCA-ES,,,,,,ES,,,,"20.163,16",,,,,,,,-,,,,,,"20.163,16",,,,,,"38.242,86",,,,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
BREJETUBA-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,,ES,,,,"36.660,30",,,,,,,,-,,,,,,"36.660,30",,,,,,"69.532,48",,,,,,,,,,,
CARIACICA-ES,,,,,,ES,,,,"36.660,30",,,,,,,,-,,,,,,"36.660,30",,,,,,"69.532,48",,,,,,,,,,,
CASTELO-ES,,,,,,ES,,,,"26.578,71",,,,,,,,-,,,,,,"26.578,71",,,,,,"50.411,04",,,,,,,,,,,
COLATINA-ES,,,,,,ES,,,,"33.910,77",,,,,,,,-,,,,,,"33.910,77",,,,,,"64.317,54",,,,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,,ES,,,,"99.198,06",,,,,,,,"19.649,37",,,,,,"118.847,43",,,,,,"232.133,75",,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,,ES,,,,"19.246,65",,,,,,,,-,,,,,,"19.246,65",,,,,,"36.504,54",,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
DOMINGOS MARTINS-ES,,,,,,ES,,,,"25.662,21",,,,,,,,-,,,,,,"25.662,21",,,,,,"48.672,73",,,,,,,,,,,
DORES DO RIO PRETO-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
ECOPORANGA-ES,,,,,,ES,,,,"23.829,19",,,,,,,,-,,,,,,"23.829,19",,,,,,"45.196,10",,,,,,,,,,,
FUNDAO-ES,,,,,,ES,,,,"20.163,16",,,,,,,,"406.024,80",,,,,,"426.187,96",,,,,,"837.406,54",,,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,,ES,,,,"18.330,15",,,,,,,,-,,,,,,"18.330,15",,,,,,"34.766,24",,,,,,,,,,,
