JEREMOABO-BA,,,,,,,BA,,"1.262,20",,,,,,-,,,,,"1.262,20",,,,,,"1.262,20",,,,,,,,
JIQUIRICA-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
JITAUNA-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
JUCURUCU-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
JUSSARI-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
LAJE-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
LAJEDAO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
LAJEDINHO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
LAMARAO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
LAURO DE FREITAS-BA,,,,,,,BA,,"1.682,93",,,,,,-,,,,,"1.682,93",,,,,,"1.682,93",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACAJUBA-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
MACARANI-BA,,,,,,,BA,,"1.009,76",,,,,,-,,,,,"1.009,76",,,,,,"1.009,76",,,,,,,,
MADRE DE DEUS-BA,,,,,,,BA,,"1.653.167,11",,,,,,"903.054,54",,,,,"2.556.221,65",,,,,,"2.556.221,65",,,,,,,,
MAIQUINIQUE-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
MAIRI-BA,,,,,,,BA,,"1.051,83",,,,,,-,,,,,"1.051,83",,,,,,"1.051,83",,,,,,,,
MANOEL VITORINO-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
MARACAS-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
MARAGOGIPE-BA,,,,,,,BA,,"30.227,46",,,,,,-,,,,,"30.227,46",,,,,,"30.227,46",,,,,,,,
MARAU-BA,,,,,,,BA,,"1.051,83",,,,,,-,,,,,"1.051,83",,,,,,"1.051,83",,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
MASCOTE-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,BA,,"221.331,10",,,,,,"124.119,21",,,,,"345.450,31",,,,,,"345.450,31",,,,,,,,
MEDEIROS NETO-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
MIGUEL CALMON-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
MILAGRES-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
MIRANTE-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
MONTE SANTO-BA,,,,,,,BA,,"1.346,35",,,,,,-,,,,,"1.346,35",,,,,,"1.346,35",,,,,,,,
MUCURI-BA,,,,,,,BA,,"1.262,20",,,,,,-,,,,,"1.262,20",,,,,,"1.262,20",,,,,,,,
MUNDO NOVO-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
MURITIBA-BA,,,,,,,BA,,"1.178,05",,,,,,-,,,,,"1.178,05",,,,,,"1.178,05",,,,,,,,
MUTUIPE-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
NAZARE-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
NILO PECANHA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
NORDESTINA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
NOVA CANAA-BA,,,,,,,BA,,"1.009,76",,,,,,-,,,,,"1.009,76",,,,,,"1.009,76",,,,,,,,
NOVA FATIMA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
NOVA IBIA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
NOVA ITARANA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
NOVA SOURE-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
NOVA VICOSA-BA,,,,,,,BA,,"1.262,20",,,,,,-,,,,,"1.262,20",,,,,,"1.262,20",,,,,,,,
NOVO TRIUNFO-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
OLINDINA-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
OURICANGAS-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
OUROLANDIA-BA,,,,,,,BA,,"1.009,76",,,,,,-,,,,,"1.009,76",,,,,,"1.009,76",,,,,,,,
PARIPIRANGA-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
PAU BRASIL-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
PAULO AFONSO-BA,,,,,,,BA,,"1.556,71",,,,,,-,,,,,"1.556,71",,,,,,"1.556,71",,,,,,,,
PE DE SERRA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
PEDRAO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,BA,,"1.009,76",,,,,,-,,,,,"1.009,76",,,,,,"1.009,76",,,,,,,,
PINTADAS-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
PIRAI DO NORTE-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
PIRITIBA-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
PLANALTINO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
PLANALTO-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
POCOES-BA,,,,,,,BA,,"1.304,27",,,,,,-,,,,,"1.304,27",,,,,,"1.304,27",,,,,,,,
POJUCA-BA,,,,,,,BA,,"570.760,40",,,,,,"533.708,57",,,,,"1.104.468,97",,,,,,"1.104.468,97",,,,,,,,
PORTO SEGURO-BA,,,,,,,BA,,"1.598,79",,,,,,-,,,,,"1.598,79",,,,,,"1.598,79",,,,,,,,
POTIRAGUA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
PRADO-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
QUEIMADAS-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
QUIJINGUE-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
QUIXABEIRA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
RETIROLANDIA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,BA,,"1.220,13",,,,,,-,,,,,"1.220,13",,,,,,"1.220,13",,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,BA,,"1.304,27",,,,,,-,,,,,"1.304,27",,,,,,"1.304,27",,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
RIO REAL-BA,,,,,,,BA,,"1.262,20",,,,,,-,,,,,"1.262,20",,,,,,"1.262,20",,,,,,,,
RUY BARBOSA-BA,,,,,,,BA,,"1.178,05",,,,,,-,,,,,"1.178,05",,,,,,"1.178,05",,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,BA,,"31.172,07",,,,,,"195.434,55",,,,,"226.606,62",,,,,,"226.606,62",,,,,,,,
SALVADOR-BA,,,,,,,BA,,"56.676,50",,,,,,"195.434,55",,,,,"252.111,05",,,,,,"252.111,05",,,,,,,,
SANTA BARBARA-BA,,,,,,,BA,,"1.051,83",,,,,,-,,,,,"1.051,83",,,,,,"1.051,83",,,,,,,,
SANTA BRIGIDA-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
SANTA INES-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
SANTA LUZIA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
SANTA TERESINHA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
SANTALUZ-BA,,,,,,,BA,,"1.220,13",,,,,,-,,,,,"1.220,13",,,,,,"1.220,13",,,,,,,,
SANTANOPOLIS-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
SANTO AMARO-BA,,,,,,,BA,,"46.758,11",,,,,,"195.434,55",,,,,"242.192,66",,,,,,"242.192,66",,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,BA,,"1.514,64",,,,,,-,,,,,"1.514,64",,,,,,"1.514,64",,,,,,,,
SANTO ESTEVAO-BA,,,,,,,BA,,"1.304,27",,,,,,-,,,,,"1.304,27",,,,,,"1.304,27",,,,,,,,
SAO DOMINGOS-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
SAO FELIPE-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
SAO FELIX-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,BA,,"1.875.234,61",,,,,,"861.505,27",,,,,"2.736.739,88",,,,,,"2.736.739,88",,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,BA,,"1.220,13",,,,,,-,,,,,"1.220,13",,,,,,"1.220,13",,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,BA,,"883,54",,,,,,-,,,,,"883,54",,,,,,"883,54",,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,BA,,"394.364,51",,,,,,"280.234,07",,,,,"674.598,58",,,,,,"674.598,58",,,,,,,,
SAPEACU-BA,,,,,,,BA,,"1.009,76",,,,,,-,,,,,"1.009,76",,,,,,"1.009,76",,,,,,,,
SATIRO DIAS-BA,,,,,,,BA,,"82.334,53",,,,,,"3.087,01",,,,,"85.421,54",,,,,,"85.421,54",,,,,,,,
SAUBARA-BA,,,,,,,BA,,"29.755,16",,,,,,"195.434,55",,,,,"225.189,71",,,,,,"225.189,71",,,,,,,,
SERRA PRETA-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
SERRINHA-BA,,,,,,,BA,,"1.472,57",,,,,,-,,,,,"1.472,57",,,,,,"1.472,57",,,,,,,,
SERROLANDIA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
SIMOES FILHO-BA,,,,,,,BA,,"82.676,22",,,,,,"2.545,38",,,,,"85.221,60",,,,,,"85.221,60",,,,,,,,
SITIO DO QUINTO-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
TANQUINHO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
TAPEROA-BA,,,,,,,BA,,"1.051,83",,,,,,-,,,,,"1.051,83",,,,,,"1.051,83",,,,,,,,
TAPIRAMUTA-BA,,,,,,,BA,,"1.009,76",,,,,,-,,,,,"1.009,76",,,,,,"1.009,76",,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,BA,,"1.640,86",,,,,,-,,,,,"1.640,86",,,,,,"1.640,86",,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,BA,,"80.886,52",,,,,,"3.495,19",,,,,"84.381,71",,,,,,"84.381,71",,,,,,,,
TEOFILANDIA-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
TEOLANDIA-BA,,,,,,,BA,,"967,69",,,,,,-,,,,,"967,69",,,,,,"967,69",,,,,,,,
TERRA NOVA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
TUCANO-BA,,,,,,,BA,,"1.346,35",,,,,,-,,,,,"1.346,35",,,,,,"1.346,35",,,,,,,,
UAUA-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
UBAIRA-BA,,,,,,,BA,,"1.051,83",,,,,,-,,,,,"1.051,83",,,,,,"1.051,83",,,,,,,,
UBAITABA-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
UBATA-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
UNA-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
URUCUCA-BA,,,,,,,BA,,"1.051,83",,,,,,-,,,,,"1.051,83",,,,,,"1.051,83",,,,,,,,
VALENCA-BA,,,,,,,BA,,"30.227,46",,,,,,-,,,,,"30.227,46",,,,,,"30.227,46",,,,,,,,
VALENTE-BA,,,,,,,BA,,"1.135,98",,,,,,-,,,,,"1.135,98",,,,,,"1.135,98",,,,,,,,
VARZEA DA ROCA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
VARZEA DO POCO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
VARZEA NOVA-BA,,,,,,,BA,,"925,61",,,,,,-,,,,,"925,61",,,,,,"925,61",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEDO-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
VERA CRUZ-BA,,,,,,,BA,,"82.889,20",,,,,,"786,07",,,,,"83.675,27",,,,,,"83.675,27",,,,,,,,
VEREDA-BA,,,,,,,BA,,"841,46",,,,,,-,,,,,"841,46",,,,,,"841,46",,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,BA,,"1.682,93",,,,,,-,,,,,"1.682,93",,,,,,"1.682,93",,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,BA,,"1.093,91",,,,,,-,,,,,"1.093,91",,,,,,"1.093,91",,,,,,,,
BAHIA  TOTAL,,,,,,,,,"8.140.548,56",,,,,,"6.227.563,62",,,,,"14.368.112,18",,,,,,"14.368.112,18",,,,,,,,
ACARAU-CE,,,,,,,CE,,"3.024,17",,,,,,-,,,,,"3.024,17",,,,,,"3.024,17",,,,,,,,
ALCANTARAS-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
AMONTADA-CE,,,,,,,CE,,"62.188,71",,,,,,"76.132,58",,,,,"138.321,29",,,,,,"138.321,29",,,,,,,,
APUIARES-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
AQUIRAZ-CE,,,,,,,CE,,-,,,,,,"12.161,47",,,,,"12.161,47",,,,,,"12.161,47",,,,,,,,
ARACATI-CE,,,,,,,CE,,"125.044,66",,,,,,"21.487,10",,,,,"146.531,76",,,,,,"146.531,76",,,,,,,,
ARARENDA-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
BARROQUINHA-CE,,,,,,,CE,,"2.107,75",,,,,,-,,,,,"2.107,75",,,,,,"2.107,75",,,,,,,,
BELA CRUZ-CE,,,,,,,CE,,"2.565,96",,,,,,-,,,,,"2.565,96",,,,,,"2.565,96",,,,,,,,
CAMOCIM-CE,,,,,,,CE,,"3.024,17",,,,,,-,,,,,"3.024,17",,,,,,"3.024,17",,,,,,,,
CANINDE-CE,,,,,,,CE,,"3.207,45",,,,,,-,,,,,"3.207,45",,,,,,"3.207,45",,,,,,,,
CARIDADE-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
CARIRE-CE,,,,,,,CE,,"2.291,04",,,,,,-,,,,,"2.291,04",,,,,,"2.291,04",,,,,,,,
CARNAUBAL-CE,,,,,,,CE,,"2.199,39",,,,,,-,,,,,"2.199,39",,,,,,"2.199,39",,,,,,,,
CATUNDA-CE,,,,,,,CE,,"1.832,83",,,,,,-,,,,,"1.832,83",,,,,,"1.832,83",,,,,,,,
CHAVAL-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
COREAU-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
CRATEUS-CE,,,,,,,CE,,"3.207,45",,,,,,-,,,,,"3.207,45",,,,,,"3.207,45",,,,,,,,
CROATA-CE,,,,,,,CE,,"2.199,39",,,,,,-,,,,,"2.199,39",,,,,,"2.199,39",,,,,,,,
CRUZ-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
FORQUILHA-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
FORTALEZA-CE,,,,,,,CE,,"1.740.557,28",,,,,,"16.215,30",,,,,"1.756.772,58",,,,,,"1.756.772,58",,,,,,,,
FRECHEIRINHA-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
GENERAL SAMPAIO-CE,,,,,,,CE,,"1.832,83",,,,,,-,,,,,"1.832,83",,,,,,"1.832,83",,,,,,,,
GRACA-CE,,,,,,,CE,,"2.107,75",,,,,,-,,,,,"2.107,75",,,,,,"2.107,75",,,,,,,,
GRANJA-CE,,,,,,,CE,,"2.932,53",,,,,,-,,,,,"2.932,53",,,,,,"2.932,53",,,,,,,,
GROAIRAS-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,,CE,,"2.749,24",,,,,,-,,,,,"2.749,24",,,,,,"2.749,24",,,,,,,,
HIDROLANDIA-CE,,,,,,,CE,,"2.291,04",,,,,,-,,,,,"2.291,04",,,,,,"2.291,04",,,,,,,,
IBIAPINA-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
ICAPUI-CE,,,,,,,CE,,"101.977,48",,,,,,"17.212,01",,,,,"119.189,49",,,,,,"119.189,49",,,,,,,,
INDEPENDENCIA-CE,,,,,,,CE,,"2.474,32",,,,,,-,,,,,"2.474,32",,,,,,"2.474,32",,,,,,,,
IPAPORANGA-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
IPU-CE,,,,,,,CE,,"2.840,89",,,,,,-,,,,,"2.840,89",,,,,,"2.840,89",,,,,,,,
IPUEIRAS-CE,,,,,,,CE,,"2.749,24",,,,,,-,,,,,"2.749,24",,,,,,"2.749,24",,,,,,,,
IRAUCUBA-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
ITAPAGE-CE,,,,,,,CE,,"2.932,53",,,,,,-,,,,,"2.932,53",,,,,,"2.932,53",,,,,,,,
ITAPIPOCA-CE,,,,,,,CE,,"78.772,37",,,,,,"66.962,65",,,,,"145.735,02",,,,,,"145.735,02",,,,,,,,
ITAREMA-CE,,,,,,,CE,,"62.188,71",,,,,,"61.609,28",,,,,"123.797,99",,,,,,"123.797,99",,,,,,,,
JAGUARUANA-CE,,,,,,,CE,,"551,85",,,,,,"231,77",,,,,"783,62",,,,,,"783,62",,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,,CE,,"2.199,39",,,,,,-,,,,,"2.199,39",,,,,,"2.199,39",,,,,,,,
MARACANAU-CE,,,,,,,CE,,"0,36",,,,,,-,,,,,"0,36",,,,,,"0,36",,,,,,,,
MARCO-CE,,,,,,,CE,,"2.474,32",,,,,,-,,,,,"2.474,32",,,,,,"2.474,32",,,,,,,,
MARTINOPOLE-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
MASSAPE-CE,,,,,,,CE,,"2.657,60",,,,,,-,,,,,"2.657,60",,,,,,"2.657,60",,,,,,,,
MERUOCA-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
MIRAIMA-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
MONSENHOR TABOSA-CE,,,,,,,CE,,"2.199,39",,,,,,-,,,,,"2.199,39",,,,,,"2.199,39",,,,,,,,
MORAUJO-CE,,,,,,,CE,,"1.832,83",,,,,,-,,,,,"1.832,83",,,,,,"1.832,83",,,,,,,,
MORRINHOS-CE,,,,,,,CE,,"2.382,68",,,,,,-,,,,,"2.382,68",,,,,,"2.382,68",,,,,,,,
MUCAMBO-CE,,,,,,,CE,,"2.107,75",,,,,,-,,,,,"2.107,75",,,,,,"2.107,75",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA RUSSAS-CE,,,,,,,CE,,"2.565,96",,,,,,-,,,,,"2.565,96",,,,,,"2.565,96",,,,,,,,
NOVO ORIENTE-CE,,,,,,,CE,,"2.474,32",,,,,,-,,,,,"2.474,32",,,,,,"2.474,32",,,,,,,,
PACUJA-CE,,,,,,,CE,,"1.832,83",,,,,,-,,,,,"1.832,83",,,,,,"1.832,83",,,,,,,,
PARACURU-CE,,,,,,,CE,,"58.042,80",,,,,,"89.002,59",,,,,"147.045,39",,,,,,"147.045,39",,,,,,,,
PARAIPABA-CE,,,,,,,CE,,"2.565,96",,,,,,"4.541,03",,,,,"7.106,99",,,,,,"7.106,99",,,,,,,,
PARAMOTI-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
PENTECOSTE-CE,,,,,,,CE,,"2.657,60",,,,,,-,,,,,"2.657,60",,,,,,"2.657,60",,,,,,,,
PIRES FERREIRA-CE,,,,,,,CE,,"1.924,47",,,,,,-,,,,,"1.924,47",,,,,,"1.924,47",,,,,,,,
PORANGA-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
QUITERIANOPOLIS-CE,,,,,,,CE,,"2.291,04",,,,,,-,,,,,"2.291,04",,,,,,"2.291,04",,,,,,,,
RERIUTABA-CE,,,,,,,CE,,"2.291,04",,,,,,-,,,,,"2.291,04",,,,,,"2.291,04",,,,,,,,
SANTA QUITERIA-CE,,,,,,,CE,,"2.840,89",,,,,,-,,,,,"2.840,89",,,,,,"2.840,89",,,,,,,,
SANTANA DO ACARAU-CE,,,,,,,CE,,"2.565,96",,,,,,-,,,,,"2.565,96",,,,,,"2.565,96",,,,,,,,
SAO BENEDITO-CE,,,,,,,CE,,"2.840,89",,,,,,-,,,,,"2.840,89",,,,,,"2.840,89",,,,,,,,
SAO LUIS DO CURU-CE,,,,,,,CE,,"2.016,11",,,,,,-,,,,,"2.016,11",,,,,,"2.016,11",,,,,,,,
SENADOR SA-CE,,,,,,,CE,,"1.832,83",,,,,,-,,,,,"1.832,83",,,,,,"1.832,83",,,,,,,,
SOBRAL-CE,,,,,,,CE,,"3.665,66",,,,,,-,,,,,"3.665,66",,,,,,"3.665,66",,,,,,,,
TAMBORIL-CE,,,,,,,CE,,"2.474,32",,,,,,-,,,,,"2.474,32",,,,,,"2.474,32",,,,,,,,
TEJUCUOCA-CE,,,,,,,CE,,"2.199,39",,,,,,-,,,,,"2.199,39",,,,,,"2.199,39",,,,,,,,
TIANGUA-CE,,,,,,,CE,,"3.115,81",,,,,,-,,,,,"3.115,81",,,,,,"3.115,81",,,,,,,,
TRAIRI-CE,,,,,,,CE,,"66.334,63",,,,,,"111.160,90",,,,,"177.495,53",,,,,,"177.495,53",,,,,,,,
TURURU-CE,,,,,,,CE,,"2.107,75",,,,,,-,,,,,"2.107,75",,,,,,"2.107,75",,,,,,,,
UBAJARA-CE,,,,,,,CE,,"2.565,96",,,,,,-,,,,,"2.565,96",,,,,,"2.565,96",,,,,,,,
UMIRIM-CE,,,,,,,CE,,"2.291,04",,,,,,-,,,,,"2.291,04",,,,,,"2.291,04",,,,,,,,
URUBURETAMA-CE,,,,,,,CE,,"2.291,04",,,,,,-,,,,,"2.291,04",,,,,,"2.291,04",,,,,,,,
