ITACARE-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
ITAGI-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
ITAGIBA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ITAJUIPE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
ITAMARAJU-BA,,,,,,,BA,,,"1.486,67",,,,,,,,-,,,,,,,,"1.486,67",,,,,,,"5.913,21",,,,,,,,,
ITAMARI-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ITAMBE-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
ITANAGRA-BA,,,,,,,BA,,,"55.836,10",,,,,,,,"10.069,37",,,,,,,,"65.905,47",,,,,,,"275.517,69",,,,,,,,,
ITANHEM-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
ITAPARICA-BA,,,,,,,BA,,,"37.641,73",,,,,,,,"102.073,76",,,,,,,,"139.715,49",,,,,,,"598.864,87",,,,,,,,,
ITAPE-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
ITAPEBI-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
ITAPETINGA-BA,,,,,,,BA,,,"1.442,95",,,,,,,,-,,,,,,,,"1.442,95",,,,,,,"5.739,30",,,,,,,,,
ITAPICURU-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
ITAPITANGA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
ITAQUARA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
ITARANTIM-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
ITATIM-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
ITIRUCU-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
ITIUBA-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
ITORORO-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
ITUBERA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
JACOBINA-BA,,,,,,,BA,,,"1.530,40",,,,,,,,-,,,,,,,,"1.530,40",,,,,,,"6.087,14",,,,,,,,,
JAGUAQUARA-BA,,,,,,,BA,,,"1.355,49",,,,,,,,-,,,,,,,,"1.355,49",,,,,,,"5.391,46",,,,,,,,,
JAGUARIPE-BA,,,,,,,BA,,,"31.361,09",,,,,,,,-,,,,,,,,"31.361,09",,,,,,,"124.738,40",,,,,,,,,
JANDAIRA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
JEQUIE-BA,,,,,,,BA,,,"1.749,03",,,,,,,,-,,,,,,,,"1.749,03",,,,,,,"6.956,74",,,,,,,,,
JEREMOABO-BA,,,,,,,BA,,,"1.311,77",,,,,,,,-,,,,,,,,"1.311,77",,,,,,,"5.217,54",,,,,,,,,
JIQUIRICA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
JITAUNA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
JUCURUCU-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
JUSSARI-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
LAJE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
LAJEDAO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
LAJEDINHO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
LAMARAO-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
LAURO DE FREITAS-BA,,,,,,,BA,,,"1.749,03",,,,,,,,-,,,,,,,,"1.749,03",,,,,,,"6.956,74",,,,,,,,,
MACAJUBA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
MACARANI-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
MADRE DE DEUS-BA,,,,,,,BA,,,"721.366,88",,,,,,,,"471.875,45",,,,,,,,"1.193.242,33",,,,,,,"4.896.686,46",,,,,,,,,
MAIQUINIQUE-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
MAIRI-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
MANOEL VITORINO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
MARACAS-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
MARAGOGIPE-BA,,,,,,,BA,,,"31.361,09",,,,,,,,-,,,,,,,,"31.361,09",,,,,,,"124.738,40",,,,,,,,,
MARAU-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
MASCOTE-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,BA,,,"112.267,42",,,,,,,,"50.181,91",,,,,,,,"162.449,33",,,,,,,"723.121,14",,,,,,,,,
MEDEIROS NETO-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
MIGUEL CALMON-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
MILAGRES-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
MIRANTE-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
MONTE SANTO-BA,,,,,,,BA,,,"1.399,22",,,,,,,,-,,,,,,,,"1.399,22",,,,,,,"5.565,39",,,,,,,,,
MUCURI-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
MUNDO NOVO-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
MURITIBA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
MUTUIPE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
NAZARE-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
NILO PECANHA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
NORDESTINA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
NOVA CANAA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
NOVA FATIMA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
NOVA IBIA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
NOVA ITARANA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
NOVA SOURE-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
NOVA VICOSA-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
NOVO TRIUNFO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
OLINDINA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
OURICANGAS-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
OUROLANDIA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
PARIPIRANGA-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
PAU BRASIL-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
PAULO AFONSO-BA,,,,,,,BA,,,"1.617,85",,,,,,,,-,,,,,,,,"1.617,85",,,,,,,"6.434,98",,,,,,,,,
PE DE SERRA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
PEDRAO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
PINTADAS-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
PIRAI DO NORTE-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
PIRITIBA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
PLANALTINO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
PLANALTO-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
POCOES-BA,,,,,,,BA,,,"1.355,49",,,,,,,,-,,,,,,,,"1.355,49",,,,,,,"5.391,46",,,,,,,,,
POJUCA-BA,,,,,,,BA,,,"399.555,02",,,,,,,,"324.596,36",,,,,,,,"724.151,38",,,,,,,"3.252.683,69",,,,,,,,,
PORTO SEGURO-BA,,,,,,,BA,,,"1.661,57",,,,,,,,-,,,,,,,,"1.661,57",,,,,,,"6.608,90",,,,,,,,,
POTIRAGUA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRADO-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
QUEIMADAS-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
QUIJINGUE-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
QUIXABEIRA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
RETIROLANDIA-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,BA,,,"1.355,49",,,,,,,,-,,,,,,,,"1.355,49",,,,,,,"5.391,46",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
RIO REAL-BA,,,,,,,BA,,,"1.311,77",,,,,,,,-,,,,,,,,"1.311,77",,,,,,,"5.217,54",,,,,,,,,
RUY BARBOSA-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,BA,,,"32.854,47",,,,,,,,"101.990,85",,,,,,,,"134.845,32",,,,,,,"578.190,91",,,,,,,,,
SALVADOR-BA,,,,,,,BA,,,"59.735,41",,,,,,,,"101.990,85",,,,,,,,"161.726,26",,,,,,,"685.111,96",,,,,,,,,
SANTA BARBARA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
SANTA BRIGIDA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
SANTA INES-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
SANTA LUZIA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
SANTA TERESINHA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
SANTALUZ-BA,,,,,,,BA,,,"1.268,04",,,,,,,,-,,,,,,,,"1.268,04",,,,,,,"5.043,62",,,,,,,,,
SANTANOPOLIS-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
SANTO AMARO-BA,,,,,,,BA,,,"49.281,71",,,,,,,,"101.990,85",,,,,,,,"151.272,56",,,,,,,"643.530,09",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,BA,,,"1.574,12",,,,,,,,-,,,,,,,,"1.574,12",,,,,,,"6.261,06",,,,,,,,,
SANTO ESTEVAO-BA,,,,,,,BA,,,"1.355,49",,,,,,,,-,,,,,,,,"1.355,49",,,,,,,"5.391,46",,,,,,,,,
SAO DOMINGOS-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
SAO FELIPE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
SAO FELIX-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,BA,,,"891.170,66",,,,,,,,"324.842,04",,,,,,,,"1.216.012,70",,,,,,,"4.926.200,35",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,BA,,,"1.224,32",,,,,,,,-,,,,,,,,"1.224,32",,,,,,,"4.869,71",,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,BA,,,"918,24",,,,,,,,-,,,,,,,,"918,24",,,,,,,"3.652,27",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,BA,,,"231.492,34",,,,,,,,"117.058,00",,,,,,,,"348.550,34",,,,,,,"1.557.778,49",,,,,,,,,
SAPEACU-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
SATIRO DIAS-BA,,,,,,,BA,,,"56.979,09",,,,,,,,"8.848,33",,,,,,,,"65.827,42",,,,,,,"247.945,94",,,,,,,,,
SAUBARA-BA,,,,,,,BA,,,"31.361,09",,,,,,,,"101.990,85",,,,,,,,"133.351,94",,,,,,,"572.251,00",,,,,,,,,
SERRA PRETA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
SERRINHA-BA,,,,,,,BA,,,"1.486,67",,,,,,,,-,,,,,,,,"1.486,67",,,,,,,"5.913,21",,,,,,,,,
SERROLANDIA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
SIMOES FILHO-BA,,,,,,,BA,,,"35.868,45",,,,,,,,"727,42",,,,,,,,"36.595,87",,,,,,,"41.551,19",,,,,,,,,
SITIO DO QUINTO-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
TANQUINHO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
TAPEROA-BA,,,,,,,BA,,,"1.093,14",,,,,,,,-,,,,,,,,"1.093,14",,,,,,,"4.347,95",,,,,,,,,
TAPIRAMUTA-BA,,,,,,,BA,,,"1.049,41",,,,,,,,-,,,,,,,,"1.049,41",,,,,,,"4.174,03",,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,BA,,,"1.661,57",,,,,,,,-,,,,,,,,"1.661,57",,,,,,,"6.608,90",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,BA,,,"1.331,12",,,,,,,,"294,51",,,,,,,,"1.625,63",,,,,,,"4.229,47",,,,,,,,,
TEOFILANDIA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
TEOLANDIA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
TERRA NOVA-BA,,,,,,,BA,,,"1.154,54",,,,,,,,"124,21",,,,,,,,"1.278,75",,,,,,,"5.545,05",,,,,,,,,
TUCANO-BA,,,,,,,BA,,,"1.399,22",,,,,,,,-,,,,,,,,"1.399,22",,,,,,,"5.565,39",,,,,,,,,
UAUA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
UBAIRA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
UBAITABA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
UBATA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNA-BA,,,,,,,BA,,,"1.180,59",,,,,,,,-,,,,,,,,"1.180,59",,,,,,,"4.695,78",,,,,,,,,
URUCUCA-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
VALENCA-BA,,,,,,,BA,,,"31.361,09",,,,,,,,-,,,,,,,,"31.361,09",,,,,,,"124.738,40",,,,,,,,,
VALENTE-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,BA,,,"1.005,69",,,,,,,,-,,,,,,,,"1.005,69",,,,,,,"4.000,11",,,,,,,,,
VARZEA DO POCO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
VARZEA NOVA-BA,,,,,,,BA,,,"961,96",,,,,,,,-,,,,,,,,"961,96",,,,,,,"3.826,19",,,,,,,,,
VARZEDO-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
VERA CRUZ-BA,,,,,,,BA,,,"1.912,66",,,,,,,,-,,,,,,,,"1.912,66",,,,,,,"6.919,60",,,,,,,,,
VEREDA-BA,,,,,,,BA,,,"874,51",,,,,,,,-,,,,,,,,"874,51",,,,,,,"3.478,35",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,BA,,,"1.749,03",,,,,,,,-,,,,,,,,"1.749,03",,,,,,,"6.956,74",,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,BA,,,"1.136,86",,,,,,,,-,,,,,,,,"1.136,86",,,,,,,"4.521,86",,,,,,,,,
BAHIA  TOTAL,,,,,,,,,,"4.717.414,53",,,,,,,,"2.944.955,88",,,,,,,,"7.662.370,41",,,,,,,"32.539.774,42",,,,,,,,,
ACARAU-CE,,,,,,,CE,,,"1.725,67",,,,,,,,-,,,,,,,,"1.725,67",,,,,,,"7.053,15",,,,,,,,,
ALCANTARAS-CE,,,,,,,CE,,,"1.132,47",,,,,,,,-,,,,,,,,"1.132,47",,,,,,,"4.628,63",,,,,,,,,
AMONTADA-CE,,,,,,,CE,,,"36.857,31",,,,,,,,"45.225,56",,,,,,,,"82.082,87",,,,,,,"328.309,37",,,,,,,,,
APUIARES-CE,,,,,,,CE,,,"1.186,40",,,,,,,,-,,,,,,,,"1.186,40",,,,,,,"4.849,05",,,,,,,,,
AQUIRAZ-CE,,,,,,,CE,,,-,,,,,,,,"6.122,59",,,,,,,,"6.122,59",,,,,,,"25.829,44",,,,,,,,,
ARACATI-CE,,,,,,,CE,,,"450.542,86",,,,,,,,"13.512,52",,,,,,,,"464.055,38",,,,,,,"1.825.479,22",,,,,,,,,
ARARENDA-CE,,,,,,,CE,,,"1.132,47",,,,,,,,-,,,,,,,,"1.132,47",,,,,,,"4.628,63",,,,,,,,,
BARROQUINHA-CE,,,,,,,CE,,,"1.240,33",,,,,,,,-,,,,,,,,"1.240,33",,,,,,,"5.069,46",,,,,,,,,
BELA CRUZ-CE,,,,,,,CE,,,"1.509,96",,,,,,,,-,,,,,,,,"1.509,96",,,,,,,"6.171,51",,,,,,,,,
CAMOCIM-CE,,,,,,,CE,,,"1.779,60",,,,,,,,-,,,,,,,,"1.779,60",,,,,,,"7.273,57",,,,,,,,,
CANINDE-CE,,,,,,,CE,,,"1.887,45",,,,,,,,-,,,,,,,,"1.887,45",,,,,,,"7.714,39",,,,,,,,,
CARIDADE-CE,,,,,,,CE,,,"1.294,25",,,,,,,,-,,,,,,,,"1.294,25",,,,,,,"5.289,86",,,,,,,,,
CARIRE-CE,,,,,,,CE,,,"1.348,18",,,,,,,,-,,,,,,,,"1.348,18",,,,,,,"5.510,28",,,,,,,,,
CARNAUBAL-CE,,,,,,,CE,,,"1.294,25",,,,,,,,-,,,,,,,,"1.294,25",,,,,,,"5.289,86",,,,,,,,,
CATUNDA-CE,,,,,,,CE,,,"1.132,47",,,,,,,,-,,,,,,,,"1.132,47",,,,,,,"4.628,63",,,,,,,,,
CAUCAIA-CE,,,,,,,CE,,,"11,43",,,,,,,,"6.122,59",,,,,,,,"6.134,02",,,,,,,"25.842,44",,,,,,,,,
CHAVAL-CE,,,,,,,CE,,,"1.186,40",,,,,,,,-,,,,,,,,"1.186,40",,,,,,,"4.849,05",,,,,,,,,
COREAU-CE,,,,,,,CE,,,"1.402,11",,,,,,,,-,,,,,,,,"1.402,11",,,,,,,"5.730,69",,,,,,,,,
CRATEUS-CE,,,,,,,CE,,,"1.887,45",,,,,,,,-,,,,,,,,"1.887,45",,,,,,,"7.714,39",,,,,,,,,
CROATA-CE,,,,,,,CE,,,"1.294,25",,,,,,,,-,,,,,,,,"1.294,25",,,,,,,"5.289,86",,,,,,,,,
CRUZ-CE,,,,,,,CE,,,"1.402,11",,,,,,,,-,,,,,,,,"1.402,11",,,,,,,"5.730,69",,,,,,,,,
FORQUILHA-CE,,,,,,,CE,,,"1.402,11",,,,,,,,-,,,,,,,,"1.402,11",,,,,,,"5.730,69",,,,,,,,,
FORTALEZA-CE,,,,,,,CE,,,"73.415,41",,,,,,,,"8.163,45",,,,,,,,"81.578,86",,,,,,,"340.709,91",,,,,,,,,
