IPIRA-BA,,,,,,,,,,BA,,,,"1.460,61",,,,,,,,-,,,,,,"1.460,61",,,,,,,,,"7.192,23",,,,,,,
IRAJUBA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
IRARA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
ITABELA-BA,,,,,,,,,,BA,,,,"1.239,31",,,,,,,,-,,,,,,"1.239,31",,,,,,,,,"6.102,49",,,,,,,
ITABERABA-BA,,,,,,,,,,BA,,,,"1.460,61",,,,,,,,-,,,,,,"1.460,61",,,,,,,,,"7.192,23",,,,,,,
ITABUNA-BA,,,,,,,,,,BA,,,,"1.770,44",,,,,,,,-,,,,,,"1.770,44",,,,,,,,,"8.717,86",,,,,,,
ITACARE-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
ITAGI-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
ITAGIBA-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
ITAGIMIRIM-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
ITAJUIPE-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
ITAMARAJU-BA,,,,,,,,,,BA,,,,"1.460,61",,,,,,,,-,,,,,,"1.460,61",,,,,,,,,"7.192,23",,,,,,,
ITAMARI-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
ITAMBE-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
ITANAGRA-BA,,,,,,,,,,BA,,,,"108.760,00",,,,,,,,"14.065,43",,,,,,"122.825,43",,,,,,,,,"538.869,11",,,,,,,
ITANHEM-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
ITAPARICA-BA,,,,,,,,,,BA,,,,"127.915,38",,,,,,,,"275.524,82",,,,,,"403.440,20",,,,,,,,,"1.603.595,69",,,,,,,
ITAPE-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
ITAPEBI-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
ITAPETINGA-BA,,,,,,,,,,BA,,,,"1.504,87",,,,,,,,-,,,,,,"1.504,87",,,,,,,,,"7.410,16",,,,,,,
ITAPICURU-BA,,,,,,,,,,BA,,,,"1.283,57",,,,,,,,-,,,,,,"1.283,57",,,,,,,,,"6.320,45",,,,,,,
ITAPITANGA-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
ITAQUARA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
ITARANTIM-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
ITATIM-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
ITIRUCU-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
ITIUBA-BA,,,,,,,,,,BA,,,,"1.327,83",,,,,,,,-,,,,,,"1.327,83",,,,,,,,,"6.538,39",,,,,,,
ITORORO-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
ITUBERA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
JACOBINA-BA,,,,,,,,,,BA,,,,"1.549,13",,,,,,,,-,,,,,,"1.549,13",,,,,,,,,"7.628,13",,,,,,,
JAGUAQUARA-BA,,,,,,,,,,BA,,,,"1.416,35",,,,,,,,-,,,,,,"1.416,35",,,,,,,,,"6.974,29",,,,,,,
JAGUARIPE-BA,,,,,,,,,,BA,,,,"47.698,75",,,,,,,,-,,,,,,"47.698,75",,,,,,,,,"219.760,65",,,,,,,
JANDAIRA-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
JEQUIE-BA,,,,,,,,,,BA,,,,"1.770,44",,,,,,,,-,,,,,,"1.770,44",,,,,,,,,"8.717,86",,,,,,,
JEREMOABO-BA,,,,,,,,,,BA,,,,"1.327,83",,,,,,,,-,,,,,,"1.327,83",,,,,,,,,"6.538,39",,,,,,,
JIQUIRICA-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
JITAUNA-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
JUCURUCU-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
JUSSARI-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
LAJE-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
LAJEDAO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
LAJEDINHO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
LAMARAO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
LAURO DE FREITAS-BA,,,,,,,,,,BA,,,,"1.770,44",,,,,,,,-,,,,,,"1.770,44",,,,,,,,,"8.717,86",,,,,,,
MACAJUBA-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
MACARANI-BA,,,,,,,,,,BA,,,,"1.062,26",,,,,,,,-,,,,,,"1.062,26",,,,,,,,,"5.230,70",,,,,,,
MADRE DE DEUS-BA,,,,,,,,,,BA,,,,"2.167.440,33",,,,,,,,"1.272.391,26",,,,,,"3.439.831,59",,,,,,,,,"14.626.335,87",,,,,,,
MAIQUINIQUE-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
MAIRI-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
MANOEL VITORINO-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
MARACAS-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
MARAGOGIPE-BA,,,,,,,,,,BA,,,,"41.217,04",,,,,,,,-,,,,,,"41.217,04",,,,,,,,,"194.005,27",,,,,,,
MARAU-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
MASCOTE-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
MATA DE SAO JOAO-BA,,,,,,,,,,BA,,,,"237.722,17",,,,,,,,"114.872,65",,,,,,"352.594,82",,,,,,,,,"1.656.336,04",,,,,,,
MEDEIROS NETO-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
MIGUEL CALMON-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
MILAGRES-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
MIRANTE-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
MONTE SANTO-BA,,,,,,,,,,BA,,,,"1.416,35",,,,,,,,-,,,,,,"1.416,35",,,,,,,,,"6.974,29",,,,,,,
MUCURI-BA,,,,,,,,,,BA,,,,"1.327,83",,,,,,,,-,,,,,,"1.327,83",,,,,,,,,"6.538,39",,,,,,,
MUNDO NOVO-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
MUNIZ FERREIRA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
MURITIBA-BA,,,,,,,,,,BA,,,,"1.239,31",,,,,,,,-,,,,,,"1.239,31",,,,,,,,,"6.102,49",,,,,,,
MUTUIPE-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
NAZARE-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
NILO PECANHA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
NORDESTINA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
NOVA CANAA-BA,,,,,,,,,,BA,,,,"1.062,26",,,,,,,,-,,,,,,"1.062,26",,,,,,,,,"5.230,70",,,,,,,
NOVA FATIMA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
NOVA IBIA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
NOVA ITARANA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
NOVA SOURE-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
NOVA VICOSA-BA,,,,,,,,,,BA,,,,"1.327,83",,,,,,,,-,,,,,,"1.327,83",,,,,,,,,"6.538,39",,,,,,,
NOVO TRIUNFO-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
OLINDINA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
OURICANGAS-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
OUROLANDIA-BA,,,,,,,,,,BA,,,,"1.062,26",,,,,,,,-,,,,,,"1.062,26",,,,,,,,,"5.230,70",,,,,,,
PARIPIRANGA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
PAU BRASIL-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
PAULO AFONSO-BA,,,,,,,,,,BA,,,,"1.637,66",,,,,,,,-,,,,,,"1.637,66",,,,,,,,,"8.064,02",,,,,,,
PE DE SERRA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
PEDRAO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,,,,BA,,,,"1.062,26",,,,,,,,-,,,,,,"1.062,26",,,,,,,,,"5.230,70",,,,,,,
PINTADAS-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
PIRAI DO NORTE-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
PIRITIBA-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
PLANALTINO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
PLANALTO-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
POCOES-BA,,,,,,,,,,BA,,,,"1.372,09",,,,,,,,-,,,,,,"1.372,09",,,,,,,,,"6.756,33",,,,,,,
POJUCA-BA,,,,,,,,,,BA,,,,"583.856,98",,,,,,,,"438.124,05",,,,,,"1.021.981,03",,,,,,,,,"5.060.332,61",,,,,,,
PORTO SEGURO-BA,,,,,,,,,,BA,,,,"1.681,92",,,,,,,,-,,,,,,"1.681,92",,,,,,,,,"8.281,97",,,,,,,
POTIRAGUA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
PRADO-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
QUEIMADAS-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
QUIJINGUE-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIXABEIRA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
RETIROLANDIA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,,,,BA,,,,"1.283,57",,,,,,,,-,,,,,,"1.283,57",,,,,,,,,"6.320,45",,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,,,,BA,,,,"1.372,09",,,,,,,,-,,,,,,"1.372,09",,,,,,,,,"6.756,33",,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
RIO REAL-BA,,,,,,,,,,BA,,,,"1.327,83",,,,,,,,-,,,,,,"1.327,83",,,,,,,,,"6.538,39",,,,,,,
RUY BARBOSA-BA,,,,,,,,,,BA,,,,"1.239,31",,,,,,,,-,,,,,,"1.239,31",,,,,,,,,"6.102,49",,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,,,,BA,,,,"29.250,80",,,,,,,,"274.443,22",,,,,,"303.694,02",,,,,,,,,"1.152.372,40",,,,,,,
SALVADOR-BA,,,,,,,,,,BA,,,,"53.183,27",,,,,,,,"274.443,22",,,,,,"327.626,49",,,,,,,,,"1.272.973,62",,,,,,,
SANTA BARBARA-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
SANTA BRIGIDA-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
SANTA INES-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
SANTA LUZIA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
SANTA TERESINHA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
SANTALUZ-BA,,,,,,,,,,BA,,,,"1.283,57",,,,,,,,-,,,,,,"1.283,57",,,,,,,,,"6.320,45",,,,,,,
SANTANOPOLIS-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
SANTO AMARO-BA,,,,,,,,,,BA,,,,"43.876,20",,,,,,,,"274.443,22",,,,,,"318.319,42",,,,,,,,,"1.226.073,14",,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,,,,BA,,,,"1.593,40",,,,,,,,-,,,,,,"1.593,40",,,,,,,,,"7.846,07",,,,,,,
SANTO ESTEVAO-BA,,,,,,,,,,BA,,,,"1.372,09",,,,,,,,-,,,,,,"1.372,09",,,,,,,,,"6.756,33",,,,,,,
SAO DOMINGOS-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
SAO FELIPE-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
SAO FELIX-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,,,,BA,,,,"2.408.922,49",,,,,,,,"1.101.353,86",,,,,,"3.510.276,35",,,,,,,,,"15.905.966,86",,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,,,,BA,,,,"1.283,57",,,,,,,,-,,,,,,"1.283,57",,,,,,,,,"6.320,45",,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,,,,BA,,,,"929,48",,,,,,,,-,,,,,,"929,48",,,,,,,,,"4.576,87",,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,,,,BA,,,,"426.969,22",,,,,,,,"228.363,21",,,,,,"655.332,43",,,,,,,,,"3.099.988,37",,,,,,,
SAPEACU-BA,,,,,,,,,,BA,,,,"1.062,26",,,,,,,,-,,,,,,"1.062,26",,,,,,,,,"5.230,70",,,,,,,
SATIRO DIAS-BA,,,,,,,,,,BA,,,,"94.714,59",,,,,,,,"3.110,57",,,,,,"97.825,16",,,,,,,,,"447.817,86",,,,,,,
SAUBARA-BA,,,,,,,,,,BA,,,,"27.921,22",,,,,,,,"274.443,22",,,,,,"302.364,44",,,,,,,,,"1.145.672,32",,,,,,,
SERRA PRETA-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
SERRINHA-BA,,,,,,,,,,BA,,,,"1.549,13",,,,,,,,-,,,,,,"1.549,13",,,,,,,,,"7.628,13",,,,,,,
SERROLANDIA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
SIMOES FILHO-BA,,,,,,,,,,BA,,,,"93.965,75",,,,,,,,"1.981,72",,,,,,"95.947,47",,,,,,,,,"445.650,66",,,,,,,
SITIO DO QUINTO-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
TANQUINHO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
TAPEROA-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
TAPIRAMUTA-BA,,,,,,,,,,BA,,,,"1.062,26",,,,,,,,-,,,,,,"1.062,26",,,,,,,,,"5.230,70",,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,,,,BA,,,,"1.726,18",,,,,,,,-,,,,,,"1.726,18",,,,,,,,,"8.499,92",,,,,,,
TEODORO SAMPAIO-BA,,,,,,,,,,BA,,,,"94.519,36",,,,,,,,"2.390,59",,,,,,"96.909,95",,,,,,,,,"441.020,19",,,,,,,
TEOFILANDIA-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
TEOLANDIA-BA,,,,,,,,,,BA,,,,"1.018,00",,,,,,,,-,,,,,,"1.018,00",,,,,,,,,"5.012,77",,,,,,,
TERRA NOVA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
TUCANO-BA,,,,,,,,,,BA,,,,"1.416,35",,,,,,,,-,,,,,,"1.416,35",,,,,,,,,"6.974,29",,,,,,,
UAUA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
UBAIRA-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
UBAITABA-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
UBATA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
UNA-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
URUCUCA-BA,,,,,,,,,,BA,,,,"1.106,52",,,,,,,,-,,,,,,"1.106,52",,,,,,,,,"5.448,65",,,,,,,
VALENCA-BA,,,,,,,,,,BA,,,,"47.698,75",,,,,,,,-,,,,,,"47.698,75",,,,,,,,,"219.760,65",,,,,,,
VALENTE-BA,,,,,,,,,,BA,,,,"1.195,05",,,,,,,,-,,,,,,"1.195,05",,,,,,,,,"5.884,56",,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
VARZEA DO POCO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
VARZEA NOVA-BA,,,,,,,,,,BA,,,,"973,74",,,,,,,,-,,,,,,"973,74",,,,,,,,,"4.794,81",,,,,,,
VARZEDO-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
VERA CRUZ-BA,,,,,,,,,,BA,,,,"96.843,48",,,,,,,,"1.420,12",,,,,,"98.263,60",,,,,,,,,"447.734,89",,,,,,,
VEREDA-BA,,,,,,,,,,BA,,,,"885,22",,,,,,,,-,,,,,,"885,22",,,,,,,,,"4.358,92",,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,,,,BA,,,,"1.770,44",,,,,,,,-,,,,,,"1.770,44",,,,,,,,,"8.717,86",,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,,,,BA,,,,"1.150,78",,,,,,,,-,,,,,,"1.150,78",,,,,,,,,"5.666,60",,,,,,,
BAHIA  TOTAL,,,,,,,,,,,,,,"9.773.765,90",,,,,,,,"6.712.115,77",,,,,,"16.485.881,67",,,,,,,,,"73.880.419,62",,,,,,,
ACARAU-CE,,,,,,,,,,CE,,,,"2.759,44",,,,,,,,-,,,,,,"2.759,44",,,,,,,,,"15.123,85",,,,,,,
ALCANTARAS-CE,,,,,,,,,,CE,,,,"1.756,00",,,,,,,,-,,,,,,"1.756,00",,,,,,,,,"9.624,25",,,,,,,
AMONTADA-CE,,,,,,,,,,CE,,,,"56.744,78",,,,,,,,"63.937,93",,,,,,"120.682,71",,,,,,,,,"681.678,42",,,,,,,
APUIARES-CE,,,,,,,,,,CE,,,,"1.839,62",,,,,,,,-,,,,,,"1.839,62",,,,,,,,,"10.082,55",,,,,,,
AQUIRAZ-CE,,,,,,,,,,CE,,,,-,,,,,,,,"34.553,36",,,,,,"34.553,36",,,,,,,,,"148.221,90",,,,,,,
ARACATI-CE,,,,,,,,,,CE,,,,"149.415,71",,,,,,,,"29.193,09",,,,,,"178.608,80",,,,,,,,,"790.052,43",,,,,,,
ARARENDA-CE,,,,,,,,,,CE,,,,"1.756,00",,,,,,,,-,,,,,,"1.756,00",,,,,,,,,"9.624,25",,,,,,,
BARROQUINHA-CE,,,,,,,,,,CE,,,,"1.923,24",,,,,,,,-,,,,,,"1.923,24",,,,,,,,,"10.540,84",,,,,,,
BELA CRUZ-CE,,,,,,,,,,CE,,,,"2.341,34",,,,,,,,-,,,,,,"2.341,34",,,,,,,,,"12.832,34",,,,,,,
CAMOCIM-CE,,,,,,,,,,CE,,,,"2.759,44",,,,,,,,-,,,,,,"2.759,44",,,,,,,,,"15.123,85",,,,,,,
CANINDE-CE,,,,,,,,,,CE,,,,"2.926,68",,,,,,,,-,,,,,,"2.926,68",,,,,,,,,"16.040,44",,,,,,,
CARIDADE-CE,,,,,,,,,,CE,,,,"2.174,10",,,,,,,,-,,,,,,"2.174,10",,,,,,,,,"11.915,74",,,,,,,
CARIRE-CE,,,,,,,,,,CE,,,,"2.090,48",,,,,,,,-,,,,,,"2.090,48",,,,,,,,,"11.457,44",,,,,,,
